CARD.  1. CARD ONE 
"Q.50. IN GENERAL, DO YOU FEEL YOU YOURSELF HAVE GOTTEN A SQUARE DEAL FROM THE ARMY*  1. YES, IN MOST WAYS I HAVE 2. IN SOME WAYS YES, IN OTHER WAYS NO 3. NO, ON THE WHOLE I HAVEN,T GOTTEN A SQUARE DEAL 4. NO ANSWER 0. NO CODE OR NO DATA "
Q.51. DO YOU HAVE TROUBLE FINDING INTERESTING THINGS TO DO IN YOUR OFF-DUTY FREE TIME*  1. MOST OF THE TIME 2. MUCH OF THE TIME 3. NOT VERY OFTEN 4. NEVER 5. NO ANSWER 0. NO CODE OR NO DATA 
Q.52A. SERVICE CLUB*  1. GOOD 2. FAIR 3. BAD 4. NO ANSWER 0. NO CODE OR NO DATA 
Q.52B. POST EXCHANGE*  1. GOOD 2. FAIR 3. BAD 4. NO ANSWER 0. NO CODE OR NO DATA X. COL. 80 NOT USED. CARD 2 
CARD.  2. CARD TWO 
DECK.  213. SURVEY NUMBER 
BALLOT.  X. BALLOT NUMBER GENERATED BY ROPER CENTER. 
Q.52C. BUS SERVICE TO TOWN*  1. GOOD 2. FAIR 3. BAD 4. NO ANSWER 0. NO CODE OR NO DATA 
Q.52D. LAUNDRY SERVICE*  1. GOOD 2. FAIR 3. BAD 4. NO ANSWER 0. NO CODE OR NO DATA 
Q.53. HOW ARE YOU TREATED IN THE CITY OR TOWN NEAR THIS POST*  1. VERY WELL 2. FAIRLY WELL 3. RATHER BADLY 4. VERY BADLY 5. NO ANSWER 0. NO CODE OR NO DATA 
"Q.54. WHAT KIND OF LIVING FACILITIES ARE THERE FOR ENLISTED MEN TO LIVE WITH THEIR WIVES WHILE STATIONED AT THIS POST*  1. I DON,T KNOW 2. VERY GOOD 3. PRETTY GOOD 4. PRETTY POOR 5. VERY POOR 6. NO ANSWER 0. NO CODE OR NO DATA "
Q.55. WHAT WOULD YOU SAY ABOUT COMPANY PUNISHMENT IN YOUR OUTFIT*  1. USUALLY FAIR 2. SOMETIMES FAIR AND SOMETIMES UNFAIR 3. USUALLY UNFAIR 4. NO ANSWER 0. NO CODE OR NO DATA 
"Q.56. IN GENERAL, DO YOU THINK THAT THE ENLISTED MEN IN YOUR PRESENT COMPANY OR DETACHMENT GET A SQUARE DEAL FROM THEIR OFFICERS*  1. YES, IN MOST WAYS THEY DO 2. IN SOME WAYS YES, IN OTHER WAYS NO 3. NO, ON THE WHOLE THEY DO NOT GET A SQUARE DEAL 4. I HAVEN,T BEEN IN THIS OUTFIT LONG ENOUGH TO KNOW 5. NO ANSWER 0. NO CODE OR NO DATA "
"Q.57. DO YOU FEEL THAT YOU HAVE BEEN GIVEN YOUR FAIR SHARE OF FURLOUGHS AND PASSES*  1. YES, I HAVE HAD MY FAIR SHARE OF BOTH FURLOUGHS AND PASSES 2. I HAVE HAD MY FAIR SHARE OF FURLOUGHS, BUT NOT OF PASSES 3. I HAVE HAD MY FAIR SHARE OF PASSES, BUT NOT OF FURLOUGHS 4. NO, I HAVE NOT HAD MY FAIR SHARE OF EITHER FURLOUGHS OR PASSES 5. NO ANSWER 0. NO CODE OR NO DATA "
Q.58. DOES YOUR OUTFIT HAVE A REGULAR SYSTEM OF PASSES AND FURLOUGHS SO THAT EACH MAN GETS HIS EQUAL SHARE OF WHATEVER PASSES OR FURLOUGHS ARE AVAILABLE*  1. YES 2. NO 3. NO ANSWER 0. NO CODE OR NO DATA 
Q.59. HOW DO YOU THINK THE MEN IN YOUR OUTFIT ARE SELECTED FOR PROMOTION* (CHECK THE ONE THAT IS MOST IMPORTANT)*  1. ABILITY 2. BOOTLICKING OR PLAYING POLITICS 3. LUCK 4. BEEN IN THE ARMY A LONG TIME 5. OTHER 6. NO ANSWER 0. NO CODE OR NO DATA P. THE NEXT THREE QUESTIONS REFER TO OFFICERS IN CHARGE OF YOUR DAILY WORK. 
Q.60. HOW SUCCESSFUL ARE YOUR OFFICERS IN GETTING WILLING AND WHOLEHEARTED COOPERATION FROM THE MEN*  1. VERY SUCCESSFUL 2. FAIRLY SUCCESSFUL 3. NOT VERY SUCCESSFUL 4. UNSUCCESSFUL 5. NO ANSWER 0. NO CODE OR NO DATA 
Q.61. DO YOU FEEL YOUR OFFICERS KNOW WHAT YOUR ABILITIES ARE AND WHAT YOU ARE ABLE TO DO*  1. THEY HAVE A GOOD IDEA 2. THEY HAVE A FAIR IDEA 3. THEY KNOW LITTLE OR NOTHING ABOUT MY ABILITIES 4. NO ANSWER 0. NO CODE OR NO DATA 
"Q.62. DO YOUR OFFICERS GIVE YOU A GOOD CHANCE TO ASK QUESTIONS AS TO THE REASONS WHY THINGS ARE DONE THE WAY THEY ARE*  1. YES, ALWAYS 2. YES, USUALLY 3. UNDECIDED 4. NO, NOT VERY OFTEN 5. NO, ALMOST NEVER 6. NO ANSWER 0. NO CODE OR NO DATA P. THE OFFICE OF THE SURGEON GENERAL IS INTERESTED IN FINDING OUT ABOUT THE HEALTH OF SOLDIERS LIKE YOURSELF. PLEASE ANSWER THESE QUESTIONS CAREFULLY EVEN THOUGH SOME OF THEM MAY SOUND STRANGE TO YOU. "
"Q.63A. ARE YOU EVER TROUBLED BY YOUR HANDS SWEATING SO THAT THEY FEEL DAMP AND CLAMMY*  1. YES, OFTEN 2. YES, SOMETIMES 3. NO, NEVER 4. NO ANSWER 0. NO CODE OR NO DATA "
Q.63B. HOW OFTEN ARE YOU BOTHERED BY HAVING AN UPSET STOMACH*  1. NEARLY ALL THE TIME 2. PRETTY OFTEN 3. NOT VERY OFTEN 4. NEVER 5. NO ANSWER 0. NO CODE OR NO DATA 
Q.63C. DO YOU OFTEN HAVE TROUBLE IN GETTING TO SLEEP OR STAYING ASLEEP*  1. VERY OFTEN 2. SOMETIMES 3. ALMOST NEVER 4. NO ANSWER 0. NO CODE OR NO DATA 
"Q.63D. DO YOUR HANDS EVER TREMBLE ENOUGH TO BOTHER YOU*  1. YES, OFTEN 2. YES, SOMETIMES 3. NO, NEVER 4. NO ANSWER 0. NO CODE OR NO DATA "
"Q.63E. ARE YOU EVER BOTHERED BY NERVOUSNESS*  1. YES, OFTEN 2. YES, SOMETIMES 3. NO, NEVER 4. NO ANSWER 0. NO CODE OR NO DATA "
Q.63F. ARE YOU EVER WORRIED AND UPSET*  1. I AM HARDLY EVER WORRIED AND UPSET 2. I AM SOMETIMES WORRIED AND UPSET 3. I AM OFTEN WORRIED AND UPSET 4. NO ANSWER 0. NO CODE OR NO DATA 
"Q.63G. IN GENERAL, WHAT SORT OF A TIME DO YOU HAVE IN THE ARMY*  1. I HAVE A PRETTY GOOD TIME 2. IT,S ABOUT FIFTY-FIFTY 3. I HAVE A PRETTY ROTTEN TIME 4. NO ANSWER 0. NO CODE OR NO DATA "
"Q.63H. IN GENERAL, HOW WOULD YOU SAY YOU FEEL MOST OF THE TIME, IN GOOD SPIRITS OR IN LOW SPIRITS*  1. I AM USUALLY IN GOOD SPIRITS 2. I AM IN GOOD SPIRITS SOME OF THE TIME AND IN LOW SPIRITS SOME OF THE TIME 3. I AM USUALLY IN LOW SPIRITS 4. NO ANSWER 0. NO CODE OR NO DATA "
V.65. FORCE*  1. ARMY AIR FORCE 2. ARMY GROUND FORCE 3. ARMY SERVICE FORCE 0. NO CODE OR NO DATA 
"V.66. CAMP*  01. FORT BRAGG, NORTH CAROLINA 02. LOVE FIELD, TEXAS 03. FANNIN, TEXAS 04. GORDON, GEORGIA 05. LEONARD WOOD, MISSOURI 06. SHEPPARD, TEXAS 07. UPTON CONVALESCENT HOSPITAL, NEW YORK 08. GEIGER, WASHINGTON 09. VAUGHN GENERAL HOSPITAL, HINES, ILLINOIS 10. KEESLER FIELD, MISSISSIPPI 11. CHANUTE FIELD, ILLINOIS 12. FORT BERRY 13. LEWIS, WASHINGTON 14. HOWZE, TEXAS 15. ROBERTS, CALIFORNIA 16. MAXEY 17. PLAUCHE, LOUISIANA 18. ALVO, OKLAHOMA - POW 19. DESHON GENERAL HOSPITAL, BUTLER, PENNSYLVANIA 20. STONEMAN, CALIFORNIA 21. ABERDEEN, MARYLAND 22. WARREN, WYOMING 23. HUNTER FIELD, GEORGIA 24. SCOTT FIELD, ILLINOIS 25. FORT SHERIDAN, ILLINOIS 26. JACKSON, SOUTH CAROLINA 27. PATTERSON FIELD, OHIO 28. CROWDER, MISSOURI 29. SHELBY, MISSISSIPPI 30. KNOX, KENTUCKY 31. GREENVILLE, SOUTH CAROLINA 00. NO CODE OR NO DATA "
V.67. ARMY SERVICE FORCE: OPERATING OVERHEAD:  1. OPERATING OVERHEAD TROOPS 2. ALL OTHER CASES 
V.68. ARMY CROSS-SECTION SAMPLE OF WHITE ENLISTED TROOPS SELECTED FROM THE TOTAL SAMPLE OF S-213 (TO BE INCLUDED WITH THE TOTAL SAMPLE OF S-214).  1. CROSS-SECTION CASES 2. ALL OTHER CASES 
