CARD.   1. CARD ONE 
DECK.  040. SURVEY NUMBER 
BALLOT.  X. BALLOT NUMBER GENERATED BY ROPER CENTER. 
"Q.32. WHICH OF THE FOLLOWING STATEMENTS BEST TELLS THE WAY YOU FEEL ABOUT GETTING INTO THE FIGHTING*   01. I,M READY TO GO AND I WANT TO GET INTO THE REAL FIGHTING SOON  02. I,D LIKE TO GET IN ON THE FIGHTING, BEFORE IT,S OVER, BUT I DON,T THINK I,M READY YET  03. I HOPE I WON,T HAVE TO GO, BUT IF I DO, I THINK I,LL DO ALL RIGHT  04. I HOPE I WON,T HAVE TO GO BECAUSE I DON,T THINK I,LL EVER BE GOOD AS A FIGHTER  05. TOO OLD FOR COMBAT DUTY  06. NOT PHYSICALLY FIT FOR COMBAT DUTY  07. SHOULD BE IN WAR INDUSTRY  08. LACK OF CONFIDENCE IN OFFICERS AND NON-COMS  09. WOULD PREFER TO BE INSTRUCTOR  10. OTHER COMMENTS INDICATING THAT MAN DOES NOT WISH COMBAT  11. ALL OTHER - INCLUDING MORE THAN ONE CHECKED  00. NO ANSWER X. QUESTION  NOT CODED. "
"Q.34A. WITH GERMANY*   01. LESS THAN A YEAR; ""1943""; ONE YEAR AT MOST  02. ONE YEAR; NO MORE THAN A YEAR; ABOUT A YEAR; WILL BE OVER IN A YEAR  03. OVER ONE YEAR BUT LESS THAN TWO; ""1944""; AT LEAST A YEAR  04. TWO YEARS  05. OVER TWO YEARS BUT LESS THAN THREE; ""1945""  06. THREE YEARS  07. OVER THREE YEARS  08. INDEFINITE ANSWER INDICATING A SHORT TIME - E.G. ""NOT LONG""  09. INDEFINITE ANSWER INDICATING A LONG TIME - E.G. ""SEVERAL YEARS YET""  10. INDEFINITE ANSWER WITH NO INDICATION OF TIME - E.G. ""WILL LAST UNTIL WE STOP IT""  11. DON,T KNOW, UNDECIDED  00. NO ANSWER "
"Q.34B. WITH JAPAN*   01. LESS THAN A YEAR; ""1943""; ONE YEAR AT MOST  02. ONE YEAR; NO MORE THAN A YEAR; ABOUT A YEAR; WILL BE OVER IN A YEAR  03. OVER ONE YEAR BUT LESS THAN TWO; ""1944""; AT LEAST A YEAR  04. TWO YEARS  05. OVER TWO YEARS BUT LESS THAN THREE; ""1945""  06. THREE YEARS  07. OVER THREE YEARS  08. INDEFINITE ANSWER INDICATING A SHORT TIME - E.G. ""NOT LONG""  09. INDEFINITE ANSWER INDICATING A LONG TIME - E.G. ""SEVERAL YEARS YET""  10. INDEFINITE ANSWER WITH NO INDICATION OF TIME - E.G. ""WILL LAST UNTIL WE STOP IT""  11. DON,T KNOW, UNDECIDED  00. NO ANSWER "
"Q.35. WHICH COMES CLOSEST TO YOUR IDEA OF HOW HARD IT IS GOING TO BE TO BEAT THE JAPANESE*   1. IT WILL NOT BE VERY HARD  2. IT WILL BE A TOUGH JOB BUT OUR LOSSES SHOULDN,T BE TOO HEAVY  3. IT WILL BE A VERY TOUGH JOB, WITH HEAVY LOSSES OF MEN AND MATERIALS  0. NO ANSWER "
"Q.36. WHICH COMES CLOSEST TO YOUR IDEA OF HOW HARD IT IS GOING TO BE TO BEAT THE GERMANS*   1. IT WILL NOT BE VERY HARD  2. IT WILL BE A TOUGH JOB BUT OUR LOSSES SHOULDN,T BE TOO HEAVY  3. IT WILL BE A VERY TOUGH JOB, WITH HEAVY LOSSES OF MEN AND MATERIALS  0. NO ANSWER "
"Q.37. IN GENERAL, DO YOU THINK THAT CIVILIANS IN THIS COUNTRY ARE TAKING THE WAR SERIOUSLY ENOUGH*   1. ALMOST ALL OF THEM ARE  2. A GOOD MANY ARE  3. SOME ARE BUT NOT MANY  4. HARDLY ANY ARE  5. NO OPINION  0. NO ANSWER "
"Q.38A. DO YOU THINK IT IS AT ALL LIKELY THAT WE SHALL HAVE TO FIGHT THE BRITISH SOMETIME AFTER THE PRESENT WAR IS OVER*   1. ALMOST NOT POSSIBLE  2. NOT AT ALL LIKELY  3. NOT LIKELY, BUT POSSIBLE  4. VERY LIKELY  5. ALMOST CERTAIN  0. NO ANSWER "
"Q.38B. IF YOU THINK WAR WITH THE BRITISH IS AT ALL LIKELY, WHAT IS YOUR REASON FOR THINKING THIS*   1. CONFLICT OF ECONOMIC INTERESTS  2. BRITISH IMPERIALISM  3. CHARACTER OF THE BRITISH  4. FAILURE TO MAKE SUITABLE PEACE TERMS  5. HISTORICAL REASONS  6. MISCELLANEOUS  9. INAPPLICABLE, NO ANSWER "
Q.38B. E. CONFLICT OF ECONOMIC INTERESTS:   1. TRADE AND COMMERCIAL RIVALRY  2. NOT CHOSEN 
Q.38B. E. CONFLICT OF ECONOMIC INTERESTS:   1. DISPUTE OVER AIR LANES AND AIR SUPREMACY  2. NOT CHOSEN 
Q.38B. E. CONFLICT OF ECONOMIC INTERESTS:   1. LEND-LEASE ACT DIFFICULTIES  2. NOT CHOSEN 
Q.38B. E. CONFLICT OF ECONOMIC INTERESTS:   1. CONTROL OF THE SEAS  2. NOT CHOSEN 
Q.38B. E. CONFLICT OF ECONOMIC INTERESTS:   1. STRUGGLE FOR POWER  2. NOT CHOSEN E. BRITISH IMPERIALISM: 
"Q.38B. E. CONFLICT OF ECONOMIC INTERESTS:   1. ENGLAND,S DESIRE TO GAIN TERRITORY  2. NOT CHOSEN "
Q.38B. E. CONFLICT OF ECONOMIC INTERESTS:   1. RELUCTANCE TO BREAK UP EMPIRE  2. NOT CHOSEN 
Q.38B. E. CONFLICT OF ECONOMIC INTERESTS:   1. BRITISH DESIRE FOR WORLD DOMINATION  2. NOT CHOSEN E. CHARACTER OF THE BRITISH: 
Q.38B. E. CONFLICT OF ECONOMIC INTERESTS:   1. SELFISH ATTITUDE  2. NOT CHOSEN 
"Q.38B. E. CONFLICT OF ECONOMIC INTERESTS:   1. CLEVER, DON,T TRUST THEM  2. NOT CHOSEN "
Q.38B. E. CONFLICT OF ECONOMIC INTERESTS:   1. ATTITUDE OF SUPERIORITY  2. NOT CHOSEN E. FAILURE TO MAKE SUITABLE PEACE TERMS: 
"Q.38B. E. CONFLICT OF ECONOMIC INTERESTS:   1. FOR BRITISH, HER SHARE IN THE WAR  2. NOT CHOSEN "
Q.38B. E. CONFLICT OF ECONOMIC INTERESTS:   1. BRITISH DEMANDS (OTHER)  2. NOT CHOSEN 
Q.38B. E. CONFLICT OF ECONOMIC INTERESTS:   1. U.S. DEMANDS  2. NOT CHOSEN 
Q.38B. E. CONFLICT OF ECONOMIC INTERESTS:   1. TERRITORIAL DISPUTE IN GENERAL  2. NOT CHOSEN E. HISTORICAL REASONS: 
"Q.38B. E. CONFLICT OF ECONOMIC INTERESTS:   1. HAPPENED BEFORE, CAN HAPPEN AGAIN  2. NOT CHOSEN "
Q.38B. E. CONFLICT OF ECONOMIC INTERESTS:   1. BRITISH BELIEF U.S. IS STILL PART OF BRITAIN  2. NOT CHOSEN E. MISCELLANEOUS: 
Q.38B. E. CONFLICT OF ECONOMIC INTERESTS:   1. ANYTHING IS POSSIBLE  2. NOT CHOSEN 
"Q.38B. E. CONFLICT OF ECONOMIC INTERESTS:   1. MUTUAL DISTRUST, NO CONFIDENCE IN ONE ANOTHER  2. NOT CHOSEN "
Q.38B. E. CONFLICT OF ECONOMIC INTERESTS:   1. U.S. SHOULD GET SOMETHING OUT OF THE WAR  2. NOT CHOSEN 
"Q.39A. DO YOU THINK IT IS AT ALL LIKELY WE SHALL HAVE TO FIGHT THE RUSSIANS SOMETIME AFTER THE PRESENT WAR IS OVER*   1. ALMOST NOT POSSIBLE  2. NOT AT ALL LIKELY  3. NOT LIKELY, BUT POSSIBLE  4. VERY LIKELY  5. ALMOST CERTAIN  0. NO ANSWER "
"Q.39B. IF YOU THINK WAR WITH THE RUSSIANS IS AT ALL LIKELY, WHAT IS YOUR REASON FOR THINKING THIS*   1. DIFFERENCE BETWEEN U.S. AND RUSSIA  2. RUSSIAN AMBITION TO SPREAD COMMUNISM AND DOMINATE OTHER COUNTRIES  3. UNFRIENDLINESS AND SUSPICION BETWEEN RUSSIA AND ALLIES  4. FAILURE TO MAKE SUITABLE PEACE TERMS  5. MISCELLANEOUS  9. INAPPLICABLE, NO ANSWER "
V.39C. FURTHER SPECIFIC ANSWERS TO Q.39B: X. NOTE THAT MAJOR CATEGORIES BELOW CORRESPOND CODES IN Q.39B. E. DIFFERENCE BETWEEN U.S. AND RUSSIA:   1. DIFFERENCE IN GOVERNMENT  2. NOT CHOSEN 
V.39C. FURTHER SPECIFIC ANSWERS TO Q.39B: X. NOTE THAT MAJOR CATEGORIES BELOW CORRESPOND CODES IN Q.39B. E. DIFFERENCE BETWEEN U.S. AND RUSSIA:   1. VIEWS ON RELIGION  2. NOT CHOSEN 
V.39C. FURTHER SPECIFIC ANSWERS TO Q.39B: X. NOTE THAT MAJOR CATEGORIES BELOW CORRESPOND CODES IN Q.39B. E. DIFFERENCE BETWEEN U.S. AND RUSSIA:   1. FOREIGN POLICY  2. NOT CHOSEN 
"V.39C. FURTHER SPECIFIC ANSWERS TO Q.39B: X. NOTE THAT MAJOR CATEGORIES BELOW CORRESPOND CODES IN Q.39B. E. DIFFERENCE BETWEEN U.S. AND RUSSIA:   1. IDEALS, WAY OF LIFE, IDEOLOGIES  2. NOT CHOSEN E. RUSSIAN AMBITION TO SPREAD COMMUNISM AND DOMINATE OTHER COUNTRIES: "
V.39C. FURTHER SPECIFIC ANSWERS TO Q.39B: X. NOTE THAT MAJOR CATEGORIES BELOW CORRESPOND CODES IN Q.39B. E. DIFFERENCE BETWEEN U.S. AND RUSSIA:   1. DOMINATE WHOLE WORLD  2. NOT CHOSEN 
V.39C. FURTHER SPECIFIC ANSWERS TO Q.39B: X. NOTE THAT MAJOR CATEGORIES BELOW CORRESPOND CODES IN Q.39B. E. DIFFERENCE BETWEEN U.S. AND RUSSIA:   1. CONTROL ALL EUROPE  2. NOT CHOSEN 
V.39C. FURTHER SPECIFIC ANSWERS TO Q.39B: X. NOTE THAT MAJOR CATEGORIES BELOW CORRESPOND CODES IN Q.39B. E. DIFFERENCE BETWEEN U.S. AND RUSSIA:   1. DETERMINE WHAT HAPPENS TO BEATEN COUNTRIES (OR OCCUPIED)  2. NOT CHOSEN 
"V.39C. FURTHER SPECIFIC ANSWERS TO Q.39B: X. NOTE THAT MAJOR CATEGORIES BELOW CORRESPOND CODES IN Q.39B. E. DIFFERENCE BETWEEN U.S. AND RUSSIA:   1. COMMUNISM IN U.S., RESOURCES  2. NOT CHOSEN "
V.39C. FURTHER SPECIFIC ANSWERS TO Q.39B: X. NOTE THAT MAJOR CATEGORIES BELOW CORRESPOND CODES IN Q.39B. E. DIFFERENCE BETWEEN U.S. AND RUSSIA:   1. STRUGGLE FOR POWER BETWEEN RUSSIA AND U.S.  2. NOT CHOSEN 
V.39C. FURTHER SPECIFIC ANSWERS TO Q.39B: X. NOTE THAT MAJOR CATEGORIES BELOW CORRESPOND CODES IN Q.39B. E. DIFFERENCE BETWEEN U.S. AND RUSSIA:   1. RUSSIA AN AGGRESSIVE NATION  2. NOT CHOSEN E. UNFRIENDLINESS AND SUSPICION BETWEEN RUSSIA AND ALLIES: 
V.39C. FURTHER SPECIFIC ANSWERS TO Q.39B: X. NOTE THAT MAJOR CATEGORIES BELOW CORRESPOND CODES IN Q.39B. E. DIFFERENCE BETWEEN U.S. AND RUSSIA:   1. ATTITUDE OF RUSSIA TO THE ALLIES  2. NOT CHOSEN 
V.39C. FURTHER SPECIFIC ANSWERS TO Q.39B: X. NOTE THAT MAJOR CATEGORIES BELOW CORRESPOND CODES IN Q.39B. E. DIFFERENCE BETWEEN U.S. AND RUSSIA:   1. CHANGEABLE PEOPLE  2. NOT CHOSEN 
"V.39C. FURTHER SPECIFIC ANSWERS TO Q.39B: X. NOTE THAT MAJOR CATEGORIES BELOW CORRESPOND CODES IN Q.39B. E. DIFFERENCE BETWEEN U.S. AND RUSSIA:   1. DON,T TRUST THEM  2. NOT CHOSEN X. COL.  NOT USED. CARD  "
CARD.   3. CARD THREE 
DECK.  040. SURVEY NUMBER 
BALLOT.  X. BALLOT NUMBER GENERATED BY ROPER CENTER. 
FORM.   1. S-040E  2. S-040O - OFFICERS X. QUESTION 39C CONTINUED. 
FORM.   1. TRADITIONAL BAD RELATIONS  2. NOT CHOSEN E. FAILURE TO MAKE SUITABLE PEACE TERMS: 
"FORM.   1. RUSSIA,S DEMANDS FOR HER PART IN WAR  2. NOT CHOSEN "
FORM.   1. WE WILL BE UNFAIR TO RUSSIA  2. NOT CHOSEN 
FORM.   1. TERRITORIAL DISPUTES IN GENERAL  2. NOT CHOSEN E. MISCELLANEOUS: 
FORM.   1. ANYTHING IS POSSIBLE  2. NOT CHOSEN 
"FORM.   1. RUSSIA,S RELATIONS WITH JAPAN  2. NOT CHOSEN "
FORM.   1. LEND-LEASE DIFFICULTIES  2. NOT CHOSEN 
FORM.   1. RUSSIAN HATERS IN U.S.  2. NOT CHOSEN 
"Q.40. IF THE GERMANS WERE TO OFFER TO STOP FIGHTING NOW AND TO GIVE UP THE TERRITORY THEY HAVE CONQUERED, WHAT SHOULD WE DO*   1. WE SHOULD TALK PEACE TERMS WITH THEM  2. WE SHOULD KEEP ON FIGHTING UNTIL THEY ARE COMPLETELY CRUSHED  3. UNDECIDED  0. NO ANSWER "
"Q.41. IF THE JAPANESE WERE TO OFFER TO STOP FIGHTING NOW AND TO GIVE UP THE TERRITORY THEY HAVE CONQUERED, WHAT SHOULD WE DO*   1. WE SHOULD TALK PEACE TERMS WITH THEM  2. WE SHOULD KEEP ON FIGHTING UNTIL THEY ARE COMPLETELY CRUSHED  3. UNDECIDED  0. NO ANSWER "
"Q.42A. ""CONSIDERING EVERYTHING, THE BRITISH ARE DOING AS GOOD A JOB AS POSSIBLE OF FIGHTING THIS WAR*""   1. AGREE  2. DISAGREE  3. BOTH (AGREE AND DISAGREE), UNDECIDED  0. NO ANSWER "
"Q.42B. ""AFTER THE WAR, WE SHOULD ALLOW THE GERMAN PEOPLE TO RUN THEIR OWN GOVERNMENT*""   1. AGREE  2. DISAGREE  3. BOTH (AGREE AND DISAGREE), UNDECIDED  0. NO ANSWER "
"Q.42C. ""WHEN THE WAR IS OVER, THE RUSSIANS WILL TRY AS MUCH AS POSSIBLE TO WORK OUT A JUST AND LASTING PEACE*""   1. AGREE  2. DISAGREE  3. BOTH (AGREE AND DISAGREE), UNDECIDED  0. NO ANSWER "
"Q.42D. ""WE SHOULD SEE TO IT THAT THE JAPANESE PEOPLE SUFFER PLENTY FOR ALL THE TROUBLE THEY ARE CAUSING US*""   1. AGREE  2. DISAGREE  3. BOTH (AGREE AND DISAGREE), UNDECIDED  0. NO ANSWER "
"Q.42E. ""BRITAIN IS MORE INTERESTED IN DOMINATING OR CONTROLLING THE WORLD THAN SHE IS IN BUILDING A TRULY DEMOCRATIC WORLD*""   1. AGREE  2. DISAGREE  3. BOTH (AGREE AND DISAGREE), UNDECIDED  0. NO ANSWER "
"Q.42F. ""EVEN IF WE HAD NOT BEEN ATTACKED, THERE WAS NO WAY FOR US TO STAY OUT OF THIS WAR*""   1. AGREE  2. DISAGREE  3. BOTH (AGREE AND DISAGREE), UNDECIDED  0. NO ANSWER "
"Q.42G. ""CONSIDERING EVERYTHING, THE RUSSIANS ARE DOING AS GOOD A JOB AS POSSIBLE OF FIGHTING THIS WAR*""   1. AGREE  2. DISAGREE  3. BOTH (AGREE AND DISAGREE), UNDECIDED  0. NO ANSWER "
"Q.42H. ""AFTER THE WAR, WE SHOULD ALLOW THE JAPANESE PEOPLE TO RUN THEIR OWN GIVERNMENT*""   1. AGREE  2. DISAGREE  3. BOTH (AGREE AND DISAGREE), UNDECIDED  0. NO ANSWER "
"Q.42I. ""WHEN THE WAR IS OVER, THE BRITISH WILL TRY AS MUCH AS POSSIBLE TO WORK OUT A JUST AND LASTING PEACE*""   1. AGREE  2. DISAGREE  3. BOTH (AGREE AND DISAGREE), UNDECIDED  0. NO ANSWER "
"Q.42J. ""WE SHOULD SEE TO IT THAT THE GERMAN PEOPLE SUFFER PLENTY FOR ALL THE TROUBLE THEY ARE CAUSING US*""   1. AGREE  2. DISAGREE  3. BOTH (AGREE AND DISAGREE), UNDECIDED  0. NO ANSWER "
"Q.42K. ""RUSSIA IS MORE INTERESTED IN DOMINATING OR CONTROLLING THE WORLD THAN SHE IS IN BUILDING A TRULY DEMOCRATIC WORLD*""   1. AGREE  2. DISAGREE  3. BOTH (AGREE AND DISAGREE), UNDECIDED  0. NO ANSWER "
Q.43. DO YOU FEEL THAT MOST OF THE SOLDIERS IN YOUR OUTFIT HAVE A FULL UNDERSTANDING OF WHY WE ARE FIGHTING THIS WAR*   1. YES  2. NO  3. UNDECIDED  0. NO ANSWER 
"Q.44. DOES YOUR COMPANY GET THE ""NEWSMAP"" PUT OUT BY SPECIAL SERVICE*   1. YES  2. NO  3. DON,T KNOW  0. NO ANSWER "
"Q.45. DO YOU GET TO LOOK AT THE ""NEWSMAP"" EACH WEEK*   1. YES  2. NO  3. DON,T GET A CHANCE TO  0. NO ANSWER "
"Q.46. DO YOU THINK THE PROBLEMS OF POST-WAR LIFE SUCH AS SOCIAL SECURITY, FULL EMPLOYMENT AND WORKING CONDITIONS IN THIS COUNTRY ARE GETTING ENOUGH ATTENTION AT THE PRESENT TIME OR NOT*   1. TOO MUCH TIME AND ATTENTION IS ALREADY BEING GIVEN TO THESE PROBLEMS  2. GETTING ABOUT THE RIGHT AMOUNT OF ATTENTION NOW  3. MORE TIME AND ATTENTION SHOULD BE GIVEN TO THESE PROBLEMS  0. NO ANSWER "
"Q.47. THERE HAS BEEN MUCH DISCUSSION ABOUT THE VALUE OF A ""SINGING ARMY"". DO YOU PERSONALLY FEEL THAT SINGING MAKES THE SOLDIER,S JOB EASIER OR NOT*   1. MUCH EASIER  2. A LITTLE EASIER  3. NO DIFFERENCE  0. NO ANSWER "
Q.48. HAVE YOU MADE ALL OF THE ARRANGEMENTS FOR YOUR PERSONAL AND FINANCIAL AFFAIRS THAT YOU WOULD NEED TO MAKE IN THE EVENT YOU ARE TO GO OVERSEAS*   1. ALL OF THEM  2. MOST OF THEM  3. FEW OF THEM  4. NONE  0. NO ANSWER 
Q.49A. MADE A WILL*   1. YES  2. NO  0. NO ANSWER 
Q.49B. GRANTED A POWER OF ATTORNEY*   1. YES  2. NO  0. NO ANSWER 
"Q.49C. TOLD MY DEPENDENTS ALL THEY NEED TO KNOW ABOUT ALLOTMENTS, INSURANCE, ETC.*   1. YES  2. NO  0. NO ANSWER "
Q.49D. TOLD MY DEPENDENTS ABOUT THEIR RIGHTS TO ARMY MEDICAL CARE*   1. YES  2. NO  0. NO ANSWER 
Q.50. HAVE YOU HEARD ABOUT THE PLANS FOR DEPOSITING MONEY WITH THE ARMY FINANCE OFFICE THROUGH YOUR C.O.*   1. YES  2. NO  3. NO ANSWER  0. NO CODE OR NO DATA X. QUESTION  NOT CODED. 
V.52. UNDESIGNATED CODE - POSSIBLE STAGE OF TRAINING:  ANP X. CODES NOT PROVIDED BY SURVEY ORGANIZATION. DATA TRANSFERRED AS IS. 
"V.53. CAMP AND OUTFIT IDENTIFICATION:   01. CAMP CARSON, COLORADO - 353RD INFANTRY REGIMENT 89TH DIVISION  02. CAMP CARSON, COLORADO - 354TH INFANTRY REGIMENT 89TH DIVISION  03. CAMP CARSON, COLORADO - 355TH INFANTRY REGIMENT 89TH DIVISION  04. CAMP CARSON, COLORADO - F.A. 89TH DIVISION  05. FORT DIX, NEW JERSEY - OUTFIT NOT SPECIFIED  06. CAMP GRUBER, OKLAHOMA - 349TH INFANTRY REGIMENT 88TH DIVISION  07. CAMP GRUBER, OKLAHOMA - 350TH INFANTRY REGIMENT 88TH DIVISION  08. CAMP GRUBER, OKLAHOMA - 351ST INFANTRY REGIMENT 88TH DIVISION  09. CAMP GRUBER, OKLAHOMA - F.A. 88TH DIVISION  10. CAMP HOWZE, TEXAS - 341ST INFANTRY REGIMENT 86TH DIVISION  11. CAMP HOWZE, TEXAS - 342ND INFANTRY REGIMENT 86TH DIVISION  12. CAMP HOWZE, TEXAS - 343RD INFANTRY REGIMENT, 86TH DIVISION  13. CAMP HOWZE, TEXAS - F.A. 86TH DIVISION  14. CAMP LIVINGSTON, LOUISIANA - OUTFIT NOT SPECIFIED  15. CAMP MCCAIN, MISSISSIPPI - OUTFIT NOT SPECIFIED "
