CARD.  1. CARD ONE 
"Q.41. DO YOU THINK ENGLAND CAN BE DEPENDED UPON TO COOPERATE WITH US AFTER THE WAR*  1. WILL COOPERATE 2. WILL NOT 3. DON,T KNOW 0. NO ANSWER "
"Q.42. WHAT ABOUT RUSSIA, CAN WE DEPEND UPON HER TO COOPERATE AFTER THE WAR*  1. WILL COOPERATE 2. WILL NOT 3. DON,T KNOW 0. NO ANSWER "
"Q.43. WHAT ABOUT CHINA*  1. WILL COOPERATE 2. WILL NOT 3. DON,T KNOW 0. NO ANSWER "
"Q.44. WHAT ABOUT INDIA* CAN WE DEPEND ON INDIA TO COOPERATE WITH US AFTER THE WAR*  1. WILL COOPERATE 2. WILL NOT 3. DON,T KNOW 0. NO ANSWER "
"Q.45. HOW GOOD DO YOU THINK THE CHINESE ARE AS FIGHTERS*  1. VERY GOOD FIGHTERS 2. GOOD FIGHTERS 3. FAIR FIGHTERS 4. POOR FIGHTERS 5. DON,T KNOW 0. NO ANSWER "
"Q.46. HOW ABOUT THE RUSSIANS AS FIGHTERS*  1. VERY GOOD FIGHTERS 2. GOOD FIGHTERS 3. FAIR FIGHTERS 4. POOR FIGHTERS 5. DON,T KNOW 0. NO ANSWER "
"Q.47A. THE GERMANS*  1. VERY GOOD FIGHTERS 2. GOOD FIGHTERS 3. FAIR FIGHTERS 4. POOR FIGHTERS 5. DON,T KNOW 0. NO ANSWER "
"Q.47B. THE JAPANESE*  1. VERY GOOD FIGHTERS 2. GOOD FIGHTERS 3. FAIR FIGHTERS 4. POOR FIGHTERS 5. DON,T KNOW 0. NO ANSWER "
"Q.47C. THE ENGLISH*  1. VERY GOOD FIGHTERS 2. GOOD FIGHTERS 3. FAIR FIGHTERS 4. POOR FIGHTERS 5. DON,T KNOW 0. NO ANSWER "
"Q.47D. THE AMERICANS*  1. VERY GOOD FIGHTERS 2. GOOD FIGHTERS 3. FAIR FIGHTERS 4. POOR FIGHTERS 5. DON,T KNOW 0. NO ANSWER "
"Q.48. WHICH OF THE FOLLOWING COMES CLOSEST TO YOUR OWN IDEAS*  1. HITLER HAS NEVER REALLY PLANNED TO CONQUER THE UNITED STATES 2. HITLER DIDN,T PLAN TO CONQUER THE UNITED STATES AT FIRST BUT HE DECIDED TO DO SO WHEN WE STARTED SENDING SUPPLIES TO BRITAIN AND RUSSIA 3. HITLER HAS ALWAYS PLANNED TO CONQUER THE UNITED STATES 4. SOME OTHER IDEA 5. DON,T KNOW 0. NO ANSWER "
"Q.49A. ""THE ENGLISH ARE DOING AS GOOD A JOB AS POSSIBLE OF FIGHTING THE WAR, CONSIDERING EVERYTHING.""  1. AGREE 2. DISAGREE 3. NO ANSWER "
"Q.49B. ""BRITAIN IS MORE INTERESTED IN DOMINATING OR CONTROLLING THE WORLD THAN SHE IS IN BUILDING A TRULY DEMOCRATIC WORLD.""  1. AGREE 2. DISAGREE 3. NO ANSWER "
"Q.49C. ""THE RUSSIANS ARE DOING AS GOOD A JOB AS POSSIBLE OF FIGHTING THE WAR, CONSIDERING EVERYTHING.""  1. AGREE 2. DISAGREE 3. NO ANSWER "
"Q.49D. ""RUSSIA IS MORE INTERESTED IN DOMINATING OR CONTROLLING THE WORLD THAN SHE IS IN BUILDING A TRULY DEMOCRATIC WORLD.""  1. AGREE 2. DISAGREE 3. NO ANSWER "
"Q.49E. ""THE BRITISH ALWAYS TRY TO GET OTHER COUNTRIES TO DO THEIR FIGHTING FOR THEM.""  1. AGREE 2. DISAGREE 3. NO ANSWER "
"Q.49F. ""THE CHINESE ARE DOING AS GOOD A JOB AS POSSIBLE OF FIGHTING THE WAR, CONSIDERING EVERYTHING.""  1. AGREE 2. DISAGREE 3. NO ANSWER "
"Q.49G. ""WE SHOULD SEE TO IT THAT THE GERMAN PEOPLE SUFFER PLENTY FOR ALL THE TROUBLE THEY ARE CAUSING US.""  1. AGREE 2. DISAGREE 3. NO ANSWER "
"Q.49H. ""WE SHOULD SEE TO IT THAT THE JAPANESE PEOPLE SUFFER PLENTY FOR ALL THE TROUBLE THEY ARE CAUSING US.""  1. AGREE 2. DISAGREE 3. NO ANSWER P. THE NEWSMAP IS A LARGE POSTER PUT OUT BY THE WAR DEPARTMENT ONCE A WEEK AND POSTED IN ARMY STATIONS. IT HAS MAPS, PICTURES AND NEWS OF THE FIGHTING FRONTS. "
"Q.50. HAVE YOU EVER SEEN THE ARMY ""NEWSMAP"" AT THIS STATION*  1. YES, I HAVE SEEN IT AT THIS STATION 2. NO, I HAVE NEVER SEEN IT AT THIS STATION 3. DON,T KNOW 0. NO ANSWER "
Q.51. WHERE IS THE NEWSMAP HUNG AT THIS STATION* (CHECK THE ONE PLACE WHERE YOU SEE IT MOST OFTEN)  01. BARRACKS 02. ORDERLY ROOM 03. MESS HALL 04. DAY ROOM 05. POST EXCHANGE (PX) 06. SERVICE CLUB 07. OFFICE 08. ALL OTHER 09. MORE THAN ONE ANSWER 10. I HAVE NEVER SEEN A NEWSMAP AT THIS STATION 00. NO ANSWER 
Q.52. DO YOU LOOK AT THE NEW NEWSMAP EVERY TIME ONE COMES IN*  1. I LOOK AT THE NEW ONE EVERY TIME IT COMES IN 2. I LOOK AT SOME OF THEM BUT DO NOT SEE EVERY NEW ONE 3. I VERY SELDOM LOOK AT THE NEWSMAP 4. I HAVE NEVER SEEN A NEWSMAP AT THIS STATION 0. NO ANSWER 
"Q.53. WHAT ARE THE MAIN REASONS WHY YOU DON,T LOOK AT THE NEWSMAP MORE OFTEN THAN YOU DO*  1. OVERSEAS EDITION TOO SMALL 2. NOT CHOSEN "
"Q.53. WHAT ARE THE MAIN REASONS WHY YOU DON,T LOOK AT THE NEWSMAP MORE OFTEN THAN YOU DO*  14 1. LOW INTEREST VALUE OF NEWSMAP 1167 2. NOT CHOSEN "
"Q.53. WHAT ARE THE MAIN REASONS WHY YOU DON,T LOOK AT THE NEWSMAP MORE OFTEN THAN YOU DO*  115 1. JUST NEGLECTFUL, NEVER GET AROUND TO IT 1066 2. NOT CHOSEN "
"Q.53. WHAT ARE THE MAIN REASONS WHY YOU DON,T LOOK AT THE NEWSMAP MORE OFTEN THAN YOU DO*  27 1. NEWSMAP TOO OLD 1154 2. NOT CHOSEN "
"Q.53. WHAT ARE THE MAIN REASONS WHY YOU DON,T LOOK AT THE NEWSMAP MORE OFTEN THAN YOU DO*  81. POOR LOCATION, NOT EASILY AVAILABLE 1101 2. NOT CHOSEN "
"Q.53. WHAT ARE THE MAIN REASONS WHY YOU DON,T LOOK AT THE NEWSMAP MORE OFTEN THAN YOU DO*  34 1. NOT POSTED REGULARLY 1147 2. NOT CHOSEN "
"Q.53. WHAT ARE THE MAIN REASONS WHY YOU DON,T LOOK AT THE NEWSMAP MORE OFTEN THAN YOU DO*  4 1. BIASED PRESENTATION 1177 2. NOT CHOSEN "
"Q.53. WHAT ARE THE MAIN REASONS WHY YOU DON,T LOOK AT THE NEWSMAP MORE OFTEN THAN YOU DO*  5 1. DON,T KNOW 1176 2. NOT CHOSEN "
"Q.53. WHAT ARE THE MAIN REASONS WHY YOU DON,T LOOK AT THE NEWSMAP MORE OFTEN THAN YOU DO*  144 1. I DO LOOK AT EVERY NEWSMAP 1037 2. NOT CHOSEN "
"Q.53. WHAT ARE THE MAIN REASONS WHY YOU DON,T LOOK AT THE NEWSMAP MORE OFTEN THAN YOU DO*  33 1. ALL OTHER REASONS 1148 2. NOT CHOSEN "
"Q.53. WHAT ARE THE MAIN REASONS WHY YOU DON,T LOOK AT THE NEWSMAP MORE OFTEN THAN YOU DO*  588 1. I HAVE NEVER SEEN A NEWSMAP AT THIS STATION 593 2. NOT CHOSEN "
"Q.53. WHAT ARE THE MAIN REASONS WHY YOU DON,T LOOK AT THE NEWSMAP MORE OFTEN THAN YOU DO*  161. NO ANSWER 1021 2. NOT CHOSEN "
"Q.54. WHERE DO YOU THINK IS THE BEST PLACE TO HANG UP A NEWSMAP*  1. BARRACKS 2. ORDERLY ROOM 3. MESS HALL 4. DAY ROOM 5. POST EXCHANGE (PX) 6. SERVICE CLUB 7. BULLETIN BOARD 8. DON,T KNOW 9. MORE THAN ONE ANSWER 0. NO ANSWER "
Q.55. HOW MUCH HELP IS THE NEWSMAP TO YOU IN KEEPING UP WITH THE WAR NEWS*  1. IT HELPS ME A LOT 2. IT HELPS ME SOMEWHAT 3. IT HARDLY HELPS ME AT ALL 4. I HAVE NEVER SEEN A NEWSMAP AT THIS STATION 0. NO ANSWER 
"Q.56. DO YOUR OFFICERS OR NONCOMS USE THE NEWSMAP WHEN THEY GIVE TALKS ABOUT THE WAR NEWS*  1. YES, THEY USE THE NEWSMAP WHEN THEY GIVE TALKS 2. NO, THEY DO NOT USE THE NEWSMAP WHEN THEY GIVE TALKS 3. THEY DO NOT GIVE ANY TALKS ABOUT THE WAR NEWS 4. DON,T KNOW 0. NO ANSWER P. AT SOME STATIONS A SUMMARY OF THE WAR NEWS IS PUT OUT EVERY DAY SPECIALLY FOR SOLDIERS. IT MAY BE HUNG ON A BULLETIN BOARD, PRINTED IN A NEWSSHEET OR READ OUT LOUD. "
"Q.57. SINCE YOU,VE BEEN AT THIS STATION, DO YOU EVER READ OR HEAR A SUMMARY OF THE WAR NEWS PUT OUT BY THE ARMY SPECIALLY FOR THE SOLDIERS AT THIS STATION*  1. YES, I HAVE READ OR HEARD IT AT THIS STATION 2. NO, I HAVE NEVER READ OR HEARD IT AT THIS STATION 3. DON,T KNOW 0. NO ANSWER "
"Q.58. SINCE YOU,VE BEEN AT THIS STATION, HOW DO YOU GET THIS SUMMARY OF THE WAR NEWS THAT IS PUT OUT SPECIALLY FOR THE SOLDIERS HERE*  1. IT IS PRINTED AND I READ IT MYSELF 2. I HEAR IT AT FORMATIONS OR IN CLASS 3. I HEAR IT OVER THE LOUDSPEAKER 4. 1 AND 2 CHECKED 5. 1 AND 3 CHECKED 6. 2 AND 3 CHECKED 7. I HAVE NEVER READ OR HEARD IT AT THIS STATION 0. NO ANSWER "
"Q.59. HOW MUCH HELP ARE THESE WAR NEWS SUMMARIES TO YOU, IN KEEPING UP WITH THE WAR NEWS*  1. THEY HELP ME A LOT 2. THEY HELP ME SOMEWHAT 3. THEY HARDLY HELP ME AT ALL 4. I HAVE NEVER READ OR HEARD ANY AT THIS STATION 0. NO ANSWER "
Q.60. HOW GOOD A JOB DO YOU THINK THE ARMY IS DOING IN KEEPING SOLDIERS AT THIS STATION UP-TO-DATE ON THE NEWS OF THE DAY*  1. VERY GOOD JOB 2. FAIRLY GOOD JOB 3. PRETTY POOR JOB 4. VERY POOR JOB 5. UNDECIDED 0. NO ANSWER 
"Q.61. DO YOU THINK THE WAR NEWS SENT OUT BY THE ARMY MAKES THINGS LOOK BETTER THAN THEY REALLY ARE, WORSE THAN THEY REALLY ARE, OR ABOUT THE SAME AS THEY REALLY ARE*  1. IT MAKES THINGS LOOK BETTER THAN THEY ARE 2. IT MAKES THINGS LOOK WORSE THAN THEY ARE 3. IT MAKES THINGS LOOK ABOUT THE SAME AS THEY ARE 4. UNDECIDED 0. NO ANSWER "
Q.62. HOW IMPORTANT IS IT TO YOU PERSONALLY TO HAVE A CLEAR UNDERSTANDING OF WHY WE ARE FIGHTING THIS WAR*  1. IT IS ABSOLUTELY NECESSARY 2. IT IS OF GREAT IMPORTANCE 3. IT IS OF MEDIUM IMPORTANCE 4. IT IS OF LITTLE IMPORTANCE 5. IT IS OF NO IMPORTANCE AT ALL 0. NO ANSWER 
"Q.63. HOW WOULD YOU RATE YOURSELF WITH REGARD TO A KNOWLEDGE OF WORLD EVENTS AND RECENT NEWS*  1. HAVE A FAIRLY COMPLETE AND UP-TO-DATE KNOWLEDGE 2. HAVE A GENERAL KNOWLEDGE OF ""HEADLINE"" EVENTS 3. DO NOT KEEP UP WITH THE NEWS 0. NO ANSWER "
"Q.64. IF YOU DO NOT HAVE A FAIRLY COMPLETE AND UP-TO-DATE KNOWLEDGE OF THE NEWS, IS IT MAINLY BECAUSE:  1. YOU WANT TO BUT DON,T HAVE THE FACILITIES (NEWSPAPERS, RADIO) 2. YOU WANT TO BUT DON,T HAVE THE TIME 3. YOU ARE JUST NOT PARTICULARLY INTERESTED 4. I DO HAVE A FAIRLY COMPLETE AND UP-TO-DATE KNOWLEDGE 0. NO ANSWER "
"Q.65. SINCE YOU HAVE BEEN IN THIS THEATER, WHERE HAVE YOU BEEN GETTING YOUR NEWS OF THE U.S. AND THE WORLD*  1. NEWSPAPERS 2. NOT CHOSEN "
"Q.65. SINCE YOU HAVE BEEN IN THIS THEATER, WHERE HAVE YOU BEEN GETTING YOUR NEWS OF THE U.S. AND THE WORLD*  196 1. WAR DEPARTMENT ""NEWSMAPS"" 985 2. NOT CHOSEN "
"Q.65. SINCE YOU HAVE BEEN IN THIS THEATER, WHERE HAVE YOU BEEN GETTING YOUR NEWS OF THE U.S. AND THE WORLD*  368 1. RADIO NEWS BROADCASTS 813 2. NOT CHOSEN "
"Q.65. SINCE YOU HAVE BEEN IN THIS THEATER, WHERE HAVE YOU BEEN GETTING YOUR NEWS OF THE U.S. AND THE WORLD*  445 1. NEWS SUMMARY PUT OUT SPECIALLY FOR SOLDIERS 736 2. NOT CHOSEN CARD 3 "
CARD.  3. CARD THREE 
DECK.  127. SURVEY NUMBER 
BALLOT.  X. BALLOT NUMBER GENERATED BY ROPER CENTER. 
BALLOT.  220 1. TALKING TO OTHER SOLDIERS ABOUT THE NEWS 961 2. NOT CHOSEN 
BALLOT.  372 1. NEWSREELS IN MOVIES 809 2. NOT CHOSEN 
"BALLOT.  506 1. NEWS MAGAZINES (SUCH AS TIME, NEWSWEEK) 675 2. NOT CHOSEN "
BALLOT.  52 1. TALKS OR LECTURES ON THE NEWS 1129 2. NOT CHOSEN 
BALLOT.  26 1. LETTERS FROM HOME 1155 2. NOT CHOSEN 
BALLOT.  50 1. NO ANSWER 1131 2. NOT CHOSEN 
"Q.66. WOULD YOU RATHER GET A NEWS REPORT WHICH TELLS THE FACTS OF THE NEWS, OR ONE THAT TELLS THE FACTS AND ALSO EXPLAINS THEM*  1. NEWS REPORT WHICH TELLS THE FACTS 2. NEWS REPORT WHICH TELLS THE FACTS AND ALSO EXPLAINS THEM 3. IT MAKES NO DIFFERENCE 0. NO ANSWER "
Q.67. HOW IMPORTANT IS IT TO YOU PERSONALLY TO BE ABLE TO GET THE NEWS OF THE DAY WHILE YOU ARE IN THE CHINA-BURMA-INDIA THEATER*  1. IT IS ABSOLUTELY NECESSARY 2. IT IS OF GREAT IMPORTANCE 3. IT IS OF MEDIUM IMPORTANCE 4. IT IS OF LITTLE IMPORTANCE 5. IT IS OF NO IMPORTANCE AT ALL 0. NO ANSWER 
"Q.68. DO YOU FIND THAT THE LONGER YOU ARE IN THE ARMY, YOU GET MORE INTERESTED OR LESS INTERESTED IN NEWS OF THE FIGHTING FRONTS*  1. I GET MORE AND MORE INTERESTED 2. I GET LESS AND LESS INTERESTED 3. I STAY ABOUT THE SAME 0. NO ANSWER "
"Q.69. DO YOU FIND THAT THE LONGER YOU ARE IN THE ARMY, YOU GET MORE INTERESTED OR LESS INTERESTED IN NEWS OF THE HOME FRONT*  1. I GET MORE AND MORE INTERESTED 2. I GET LESS AND LESS INTERESTED 3. I STAY ABOUT THE SAME 0. NO ANSWER "
Q.70. ABOUT HOW OFTEN DO THE OFFICERS IN YOUR OUTFIT GIVE TALKS ABOUT THE WAR AND DISCUSS THE WAR NEWS WITH THE MEN*  1. TWO OR MORE TIMES A WEEK 2. ABOUT ONCE A WEEK 3. TWO OR THREE TIMES A MONTH 4. ABOUT ONCE A MONTH 5. LESS THAN ONCE A MONTH 6. NEVER 0. NO ANSWER 
Q.71. HOW MUCH DO THESE TALKS AND DISCUSSIONS HELP YOU TO UNDERSTAND THE WAR NEWS AND ITS REAL MEANING*  1. THEY HELP ME A LOT 2. THEY HELP ME SOMEWHAT 3. THEY HARDLY HELP ME AT ALL 4. WE HEVER HAVE TALKS AND DISCUSSIONS WITH THE OFFICERS ABOUT THE WAR NEWS 0. NO ANSWER 
"Q.72. DO YOU FIND THAT THE LONGER YOU ARE IN THE ARMY, YOU THINK MORE, OR LESS, ABOUT WHY WE ARE FIGHTING THIS WAR*  1. I THINK MORE AND MORE ABOUT IT 2. I THINK LESS AND LESS ABOUT IT 3. I THINK ABOUT IT THE SAME AMOUNT 0. NO ANSWER "
"Q.73. OF ALL THE QUESTIONS IN THE LIST BELOW, WHICH ONE WOULD YOU MOST LIKE TO KNOW MORE ABOUT*  1. WHAT ARE OUR ALLIES DOING TO HELP WIN THE WAR 2. WHAT IS GOING ON AT HOME 3. WHAT IS GOING ON AT THE FIGHTING FRONTS 4. WHAT PLANS ARE BEING MADE FOR AFTER THE WAR 5. WHY ARE WE FIGHTING THIS WAR 0. NO ANSWER X. QUESTIONS 74A AND 74B TO BE CODED TOGETHER. "
"Q.74A. HAVE YOU EVER HEARD OF THE ""FOUR FREEDOMS""*  Q.74B. HOW MANY OF THE ""FOUR FREEDOMS"" CAN YOU NAME*  1. YES, ONE NAMED CORRECTLY 2. YES, 2 NAMED CORRECTLY 3. YES, 3 NAMED CORRECTLY 4. YES, 4 NAMED CORRECTLY 5. YES, NAMED NONE OF THE FOUR CORRECTLY 6. YES, NO ANSWER TO Q.74B 7. NO HAVE NOT HEARD OF THEM 8. DON,T KNOW 0. NO ANSWER TO ENTIRE QUESTION "
"Q.75. WHICH COMES CLOSEST TO YOUR IDEA OF HOW HARD IT IS GOING TO BE TO BEAT THE GERMANS*  1. IT WILL NOT BE VERY HARD 2. IT WILL BE A TOUGH JOB BUT OUR LOSSES WON,T BE TOO HEAVY 3. IT WILL BE A TOUGH JOB WITH HEAVY LOSSES OF MEN AND EQUIPMENT 0. NO ANSWER "
"Q.76. WHICH COMES CLOSEST TO YOUR IDEA OF HOW HARD IT IS GOING TO BE TO BEAT THE JAPANESE*  1. IT WILL NOT BE VERY HARD 2. IT WILL BE A TOUGH JOB BUT OUR LOSSES WON,T BE TOO HEAVY 3. IT WILL BE A TOUGH JOB WITH HEAVY LOSSES OF MEN AND EQUIPMENT 0. NO ANSWER "
"Q.77. DURING YOUR TRAINING YOU PROBABLY HAVE SEEN FILMS ABOUT WHY WE ARE FIGHTING THIS WAR. DO YOU THINK THESE FILMS GAVE YOU THE REAL FACTS OR DO YOU THINK THEY WERE FIXED UP TO MAKE IT LOOK GOOD FOR OUR SIDE*  1. ALL WERE FACTS 2. MOST WERE FACTS 3. ABOUT HALF WERE FACTS AND HALF WERE FIXED UP TO LOOK GOOD FOR OUR SIDE 4. MOST WERE FIXED UP TO LOOK GOOD FOR OUR SIDE 5. ALL WERE FIXED UP TO LOOK GOOD FOR OUR SIDE 6. UNDECIDED 7. HAVEN,T SEEN ANY FILMS ABOUT WHY WE ARE FIGHTING 0. NO ANSWER "
"Q.78. WHEN YOUR OUTFIT IS SHOWN WAR DEPARTMENT FILMS ABOUT THE WAR, DO YOUR OFFICERS USUALLY GIVE A TALK ABOUT THE FILM AND DISCUSS IT WITH THE MEN*  1. THEY USUALLY DISCUSS THE FILM BEFORE IT IS SHOWN 2. THEY USUALLY DISCUSS THE FILM AFTER IT IS SHOWN 3. THEY USUALLY DISCUSS THE FILM BOTH BEFORE AND AFTER IT IS SHOWN 4. THEY USUALLY JUST SHOW THE FILM AND DO NOT DISCUSS IT 5. NONE OF THESE FILMS HAVE BEEN SHOWN SINCE I,VE BEEN IN THIS OUTFIT 0. NO ANSWER "
Q.79. HOW CLEAR AN IDEA DO YOU HAVE OF WHY WE ARE FIGHTING THIS WAR*  1. I HAVE A VERY CLEAR IDEA 2. I HAVE A FAIRLY CLEAR IDEA 3. I AM NOT SO CLEAR 4. I AM NOT AT ALL CLEAR 0. NO ANSWER 
"Q.80A. ""ALL THE JAPANESE WANTED ORIGINALLY WAS LIVING SPACE IN CHINA, BUT WHEN WE INTERFERED WITH THEIR PLANS THEY DECIDED TO CONQUER THE PACIFIC.""  1. AGREE 2. DISAGREE 0. NO ANSWER "
"Q.80B. ""WHATEVER OUR WISHES IN THE MATTER, WE HAVE TO FIGHT NOW IF THE UNITED STATES IS TO SURVIVE.""  1. AGREE 2. DISAGREE 0. NO ANSWER "
"Q.80C. ""WE ARE IN THE WAR TO FIGHT UNTIL WE CAN GUARANTEE DEMOCRATIC LIBERTIES TO ALL PEOPLE OF THE WORLD.""  1. AGREE 2. DISAGREE 0. NO ANSWER "
"Q.80D. ""WE ARE IN THIS WAR BECAUSE WE REFUSED TO GIVE UP OUR ECONOMIC AND POLITICAL ADVANTAGES IN ASIA.""  1. AGREE 2. DISAGREE 0. NO ANSWER "
"Q.80E. ""WE ARE ACTUALLY FIGHTING FOR THE ECONOMIC INTERESTS OF AMERICAN BIG BUSINESS.""  1. AGREE 2. DISAGREE 0. NO ANSWER "
"Q.80F. ""THIS WAR IS THE OLD STORY ALL OVER AGAIN. EUROPE AND ASIA GET THEMSELVES INTO A MESS AND THEN YELL FOR UNCLE SAM TO SET THINGS STRAIGHT AGAIN.""  1. AGREE 2. DISAGREE 0. NO ANSWER "
"Q.80G. ""WE ARE NOT RESPONSIBLE FOR SAVING THE WORLD. WE ARE IN THIS WAR SOLELY TO DEFEND THE UNITED STATES OF AMERICA.""  1. AGREE 2. DISAGREE 0. NO ANSWER "
V.81. POSTWAR FOREIGN POLICY RESPONSE TYPES:  1. INTERNATIONAL-ISOLATIONIST 2. IMPERIO-ISOLATIONIST 3. IMPERIO-INTERNATIONALIST 4. CONSISTENT IMPERIALIST 5. UNLIMITED ISOLATIONIST 6. LIMITED ISOLATIONIST 7. UNLIMITED INTERNATIONALIST 8. LIMITED INTERNATIONALIST 9. ALL OTHER COMBINATIONS 0. NO ANSWER TO COLS. 26-30 
"V.82. REGION WITHIN THE CHINA-BURMA-INDIA (CBI) THEATER:  1. CHINA 2. ASSAM AND BURMA 3. BENGAL, EXCLUDING CALCUTTA 4. ALL OTHER INDIA, MOSTLY LARGE CITIES "
"V.83. INSTALLATION: X. CODES NOT AVAILABLE, DATA TRANSFERRED AS IS.  ANP 0.NO CODE OR NO DATA "
"V.84. MAJOR COMMAND: X. THE THREE-WAY ORGANIZATION OF MAJOR COMMANDS IN THE UNITED STATES (ARMY GROUND FORCES, ARMY SERVICE FORCES AND ARMY AIR FORCES) IS NOT USED IN THE CHINA-BURMA-INDIA THEATER.  1. SERVICES OF SUPPLY 2. AIR FORCES, EXCLUDING ATC 3. ATC 0. THEATER TROOPS "
V.85. BRANCH OF SERVICE (OUTFIT) WITHIN MAJOR COMMAND: SERVICES OF SUPPLY (S.O.S.):  01. HEADQUARTERS PERSONNEL 02. MEDICS 03. QM AND TC 04. QM AND TC 05. ORDNANCE 06. SIGNAL 07. CASUALS 08. ENGINEERS 09. ENGINEERS 00. NO CODE OR NO DATA 
V.86. BRANCH OF SERVICE (OUTFIT) WITHIN MAJOR COMMAND: THEATER TROOPS:  1. HEADQUARTERS PERSONNEL 2. SIGNAL CORPS 3. SPECIAL TROOPS TRAINING 4. MEDICS 5. ENGINEERS 6. MILITARY POLICE 0. NO CODE OR NO DATA 
"V.87. BRANCH OF SERVICE (OUTFIT) WITHIN MAJOR COMMAND: AIR FORCES (EXCLUDING ATC):  01. HEADQUARTERS PERSONNEL 02. QUARTERMASTER 03. BOMBER 04. FIGHTER 05. ANTI-AIRCRAFT ARTILLERY 06. AIR FORCE SERVICE 07. AIR FORCE SERVICE 08. ORDNANCE SUPPLY AND MAINTENANCE 09. PHOTO (CAMERA UNIT) 10. TROOP CARRIER OR SIGNAL 11. MEDICAL, AIRWAYS COMMUNICATION OR ENGINEERS 00. NO CODE OR NO DATA E. ATC: OUTFIT NOT CODED BY SURVEY ORGANIZATION. "
V.88. SERIAL NUMBER WITHIN EACH OUTFIT: X. CODES NOT PROVIDED BY SURVEY ORGANIZATION. DATA TRANSFERRED AS IS.  ANP 00.NO CODE OR NO DATA 
V.89. NEGRO-WHITE IDENTIFICATION:  1. NEGRO 2. WHITE 
