"Q.54. DID YOU EVER GO TO STAGE SHOWS IN THIS CAMP EITHER BECAUSE YOU WERE ORDERED TO GO, OR BECAUSE IF YOU DIDN,T, YOU WOULD BE MADE TO WORK*    1. YES, SEVERAL TIMES   2. YES, ONCE OR TWICE   3. NO, NEVER   4. THEY DON,T HAVE ANY STAGE SHOWS HERE IN THIS CAMP   0. NO ANSWER "
"Q.55. IN GENERAL, DO YOU THINK THEY HAVE TOO MANY, ABOUT THE THE RIGHT NUMBER, OR NOT ENOUGH STAGE SHOWS HERE IN THIS CAMP*    1. THEY DON,T HAVE ENOUGH   2. THEY HAVE JUST ABOUT THE RIGHT NUMBER 8 3. THEY HAVE TOO MANY   4. NO OPINION   0. NO ANSWER X. QUESTION   NOT CODED. "
Q.57A. BIG SHOWS PUT ON BY SOLDIERS*    1. MORE THAN ONCE A WEEK   2. ABOUT ONCE A WEEK   3. ABOUT ONCE EVERY 2 OR 3 WEEKS   4. ABOUT ONCE A MONTH   5. ABOUT ONCE EVERY 2 OR 3 MONTHS   6. LESS THAN ONCE EVERY 3 MONTHS   7. NEVER   0. NO ANSWER 
Q.57B. LITTLE SHOWS PUT ON BY SOLDIERS*    1. MORE THAN ONCE A WEEK   2. ABOUT ONCE A WEEK   3. ABOUT ONCE EVERY 2 OR 3 WEEKS   4. ABOUT ONCE A MONTH   5. ABOUT ONCE EVERY 2 OR 3 MONTHS   6. LESS THAN ONCE EVERY 3 MONTHS   7. NEVER   0. NO ANSWER 
"Q.58. IN GENERAL, WHAT DO YOU THINK OF THE USO TRAVELLING CAMP SHOWS YOU HAVE SEEN HERE IN THIS CAMP*    1. VERY GOOD   2. PRETTY GOOD   3. NOT SO GOOD   4. ROTTEN   5. UNDECIDED   6. I HAVEN,T SEEN ANY USO TRAVELLING CAMP SHOWS HERE IN THIS CAMP 8 0. NO ANSWER "
"Q.59. IN GENERAL, WHAT DO YOU THINK OF THE STAGE SHOWS PUT ON BY CIVILIANS FROM NEARBY TOWNS THAT YOU HAVE SEEN HERE IN THIS CAMP*    1. VERY GOOD   2. PRETTY GOOD   3. NOT SO GOOD   4. ROTTEN   5. UNDECIDED   6. I HAVEN,T SEEN ANY STAGE SHOWS PUT ON BY CIVILIANS FROM NEARBY TOWNS HERE IN THIS CAMP 9 0. NO ANSWER "
"Q.60. IN GENERAL, WHAT DO YOU THINK OF THE ""BIG TIME"" RADIO SHOWS THAT HAVE VISITED THIS CAMP*    1. VERY GOOD   2. PRETTY GOOD 6 3. NOT SO GOOD 7 4. ROTTEN   5. UNDECIDED   6. I HAVEN,T SEEN ANY ""BIG TIME"" RADIO SHOWS HERE IN THIS CAMP   0. NO ANSWER "
"Q.61A. BIG SHOWS PUT ON BY SOLDIERS*    1. VERY GOOD   2. PRETTY GOOD   3. NOT SO GOOD   4. ROTTEN   5. UNDECIDED   6. I HAVEN,T SEEN ANY BIG SHOWS PUT ON BY SOLDIERS HERE IN THIS CAMP   0. NO ANSWER "
"Q.61B. LITTLE SHOWS PUT ON BY SOLDIERS*    1. VERY GOOD   2. PRETTY GOOD   3. NOT SO GOOD   4. ROTTEN   5. UNDECIDED   6. I HAVEN,T SEEN ANY LITTLE SHOWS PUT ON BY SOLDIERS HERE IN THIS CAMP   0. NO ANSWER "
"Q.62. HAVE YOU TAKEN PART IN ANY STAGE SHOWS PUT ON BY SOLDIERS SINCE YOU,VE BEEN IN THE ARMY*    1. YES   2. NO   0. NO ANSWER "
"Q.63. WHETHER OR NOT YOU HAVE TAKEN PART IN ANY STAGE SHOWS PUT ON BY SOLDIERS SINCE YOU,VE BEEN IN THE ARMY, WOULD YOU LIKE TO IN THE FUTURE*    1. YES   2. NO   3. UNDECIDED   0. NO ANSWER "
Q.64. WHAT KINDS OF STAGE SHOWS DO YOU LIKE BEST TO SEE*    1. MINSTREL SHOWS   2. NOT CHOSEN 
Q.64. WHAT KINDS OF STAGE SHOWS DO YOU LIKE BEST TO SEE*    1. MUSICAL COMEDIES WITH POPULAR MUSIC   2. NOT CHOSEN 
Q.64. WHAT KINDS OF STAGE SHOWS DO YOU LIKE BEST TO SEE*    1. LIGHT OPERA OR OPERETTAS   2. NOT CHOSEN 
Q.64. WHAT KINDS OF STAGE SHOWS DO YOU LIKE BEST TO SEE*    1. GIRL DANCING SHOWS   2. NOT CHOSEN 
Q.64. WHAT KINDS OF STAGE SHOWS DO YOU LIKE BEST TO SEE*    1. PLAYS THAT ARE FUNNY   2. NOT CHOSEN 
Q.64. WHAT KINDS OF STAGE SHOWS DO YOU LIKE BEST TO SEE*    1. PLAYS THAT ARE SERIOUS   2. NOT CHOSEN 
Q.64. WHAT KINDS OF STAGE SHOWS DO YOU LIKE BEST TO SEE*    1. WELL-KNOWN DANCE BANDS   2. NOT CHOSEN 
Q.64. WHAT KINDS OF STAGE SHOWS DO YOU LIKE BEST TO SEE*    1. CONCERT ORCHESTRAS PLAYING CLASSICAL OR SEMI-CLASSICAL MUSIC   2. NOT CHOSEN 
Q.64. WHAT KINDS OF STAGE SHOWS DO YOU LIKE BEST TO SEE*    1. SINGERS OF POPULAR MUSIC   2. NOT CHOSEN 
Q.64. WHAT KINDS OF STAGE SHOWS DO YOU LIKE BEST TO SEE*    1. SINGERS OF CLASSICAL OR SEMI-CLASSICAL MUSIC   2. NOT CHOSEN 
Q.64. WHAT KINDS OF STAGE SHOWS DO YOU LIKE BEST TO SEE*    1. VAUDEVILLE ACTS   2. NOT CHOSEN 
Q.64. WHAT KINDS OF STAGE SHOWS DO YOU LIKE BEST TO SEE*    1. OTHER   2. NOT CHOSEN 
Q.64. WHAT KINDS OF STAGE SHOWS DO YOU LIKE BEST TO SEE*    1. NO ANSWER   2. NOT CHOSEN 
Q.65. HOW IMPORTANT IS IT TO YOU PERSONALLY TO HAVE A CHANCE TO SEE STAGE SHOWS WHILE IN THE ARMY*    1. IT IS ABSOLUTELY NECESSARY   2. IT IS OF GREAT IMPORTANCE   3. IT IS OF MEDIUM IMPORTANCE   4. IT IS OF LITTLE IMPORTANCE   5. IT IS OF NO IMPORTANCE AT ALL   0. NO ANSWER X. QUESTION   NOT CODED. 
"Q.67. DO YOU LIKE TO SING*    1. YES   2. NO   3. IT DEPENDS ON WHOM I,M SINGING WITH, AND WHERE   0. NO ANSWER "
Q.68. HOW MUCH DO YOU LIKE TO SING WHEN A FEW FELLOWS GET TOGETHER*    1. A LOT   2. A LITTLE   3. NOT AT ALL   0. NO ANSWER 
"Q.69. HOW MUCH DO YOU LIKE TO SING WHEN LARGE GROUPS ARE TOGETHER - SUCH AS ""COMMUNITY SINGING""*    1. A LOT   2. A LITTLE   3. NOT AT ALL   0. NO ANSWER "
"Q.70. HOW MUCH DO YOU LIKE TO SING IN GLEE CLUBS, QUARTETS, AND OTHER GROUPS THAT PRACTICE AND GIVE PROGRAMS*    1. A LOT   2. A LITTLE   3. NOT AT ALL   0. NO ANSWER "
"Q.71. WHAT KIND OF GROUP DO YOU MOST ENJOY SINGING WITH*    1. WITH A FEW FELLOWS   2. WITH A LARGE GROUP (""COMMUNITY SINGING"")   3. WITH A GLEE CLUB, QUARTET, OR OTHER GROUP THAT PRACTICES AND GIVES PROGRAMS   4. I DON,T ENJOY SINGING AT ALL   0. NO ANSWER "
Q.72. WHAT THREE PLACES OR TIMES IN THE FOLLOWING LIST DO YOU MOST LIKE TO SING IN*    1. BARRACKS   2. NOT CHOSEN 
Q.72. WHAT THREE PLACES OR TIMES IN THE FOLLOWING LIST DO YOU MOST LIKE TO SING IN*    1. SERVICE CLUB   2. NOT CHOSEN 
Q.72. WHAT THREE PLACES OR TIMES IN THE FOLLOWING LIST DO YOU MOST LIKE TO SING IN*    1. DAY ROOM   2. NOT CHOSEN 
"Q.72. WHAT THREE PLACES OR TIMES IN THE FOLLOWING LIST DO YOU MOST LIKE TO SING IN*    1. ""REC"" HALL   2. NOT CHOSEN CARD 3 "
CARD.    3. CARD THREE 
DECK.   . SURVEY NUMBER 
BALLOT.  X. BALLOT NUMBER GENERATED BY ROPER CENTER. 
FORM.    1. S- A 0 2. S- B 0 3. S- C 0 4. S- D 0 5. S- E 0 6. S- F 0 7. S- G X. Q.72 CONTINUED. 
FORM.    1. WHEN ON WORK DETAIL   2. NOT CHOSEN 
FORM.    1. WHEN MARCHING   2. NOT CHOSEN 
FORM.    1. WHEN ON BIVOUAC   2. NOT CHOSEN 
FORM.    1. WHEN ON TROOP TRAINS   2. NOT CHOSEN 
FORM.    1. AT THE MOVIES   2. NOT CHOSEN 
FORM.    1. AT OTHER PLACES OR TIMES   2. NOT CHOSEN 
FORM.    1. NO ANSWER   2. NOT CHOSEN 
"Q.73. IF YOU WERE SINGING IN A GROUP OF 20 OR MORE SOLDIERS, WOULD YOU RATHER SING WITH A SONG LEADER OR WITHOUT A SONG LEADER*    1. I,D RATHER HAVE A SONG LEADER   2. I,D RATHER NOT HAVE A SONG LEADER   3. IT DOESN,T MATTER TO ME   0. NO ANSWER "
"Q.74. DO YOU FEEL THAT THE ARMY TRIES TOO HARD OR NOT HARD ENOUGH TO GET THE SOLDIERS TO SING*    1. THE ARMY TRIES TOO HARD TO GET SOLDIERS TO SING   2. THE ARMY HANDLES IT ABOUT RIGHT   3. THE ARMY DOESN,T TRY HARD ENOUGH TO GET THE SOLDIERS TO SING   4. I DON,T KNOW   0. NO ANSWER X. QUESTION   NOT CODED. "
Q.76. BELOW ARE TEN DIFFERENT KINDS OF SONGS. GO THROUGH THE LIST CAREFULLY AND CHECK THE THREE KINDS OF SONGS YOU LIKE BEST TO SING.    1. PATRIOTIC SONGS   2. NOT CHOSEN 
Q.76. BELOW ARE TEN DIFFERENT KINDS OF SONGS. GO THROUGH THE LIST CAREFULLY AND CHECK THE THREE KINDS OF SONGS YOU LIKE BEST TO SING.    1. ARMY MARCHING SONGS AND SERVICE SONGS   2. NOT CHOSEN 
Q.76. BELOW ARE TEN DIFFERENT KINDS OF SONGS. GO THROUGH THE LIST CAREFULLY AND CHECK THE THREE KINDS OF SONGS YOU LIKE BEST TO SING.    1. OLD FAVORITES (FROM BEFORE THE LAST WAR)   2. NOT CHOSEN 
Q.76. BELOW ARE TEN DIFFERENT KINDS OF SONGS. GO THROUGH THE LIST CAREFULLY AND CHECK THE THREE KINDS OF SONGS YOU LIKE BEST TO SING.    1. FOLK SONGS   2. NOT CHOSEN 
Q.76. BELOW ARE TEN DIFFERENT KINDS OF SONGS. GO THROUGH THE LIST CAREFULLY AND CHECK THE THREE KINDS OF SONGS YOU LIKE BEST TO SING.    1. HILL-BILLY SONGS   2. NOT CHOSEN 
Q.76. BELOW ARE TEN DIFFERENT KINDS OF SONGS. GO THROUGH THE LIST CAREFULLY AND CHECK THE THREE KINDS OF SONGS YOU LIKE BEST TO SING.    1. COWBOY SONGS   2. NOT CHOSEN 
Q.76. BELOW ARE TEN DIFFERENT KINDS OF SONGS. GO THROUGH THE LIST CAREFULLY AND CHECK THE THREE KINDS OF SONGS YOU LIKE BEST TO SING.    1. SPIRITUALS   2. NOT CHOSEN 
Q.76. BELOW ARE TEN DIFFERENT KINDS OF SONGS. GO THROUGH THE LIST CAREFULLY AND CHECK THE THREE KINDS OF SONGS YOU LIKE BEST TO SING.    1. THE LATEST HIT TUNES   2. NOT CHOSEN 
Q.76. BELOW ARE TEN DIFFERENT KINDS OF SONGS. GO THROUGH THE LIST CAREFULLY AND CHECK THE THREE KINDS OF SONGS YOU LIKE BEST TO SING.    1. POPULAR SONGS OF THE LAST TWENTY-FIVE YEARS   2. NOT CHOSEN 
Q.76. BELOW ARE TEN DIFFERENT KINDS OF SONGS. GO THROUGH THE LIST CAREFULLY AND CHECK THE THREE KINDS OF SONGS YOU LIKE BEST TO SING.    1. CHURCH SONGS   2. NOT CHOSEN 
"Q.76. BELOW ARE TEN DIFFERENT KINDS OF SONGS. GO THROUGH THE LIST CAREFULLY AND CHECK THE THREE KINDS OF SONGS YOU LIKE BEST TO SING.    1. I DON,T LIKE TO SING ANY SONGS   2. NOT CHOSEN "
Q.76. BELOW ARE TEN DIFFERENT KINDS OF SONGS. GO THROUGH THE LIST CAREFULLY AND CHECK THE THREE KINDS OF SONGS YOU LIKE BEST TO SING.    1. NO ANSWER   2. NOT CHOSEN 
"Q.77A. ARE THERE ANY TIMES WHEN YOUR OUTFIT IS ORDERED TO SING*    1. YES   2. NO   3. DON,T KNOW   0. NO ANSWER X. QUESTION  B NOT CODED. "
"Q.78. HAVE YOU EVER HAD A COPY OF THE ARMY SONG BOOK*    1. I HAD ONE BUT I DON,T KNOW WHERE IT IS   2. I HAVE ONE NOW   3. I NEVER HAD ONE   4. I DON,T KNOW   0. NO ANSWER "
"Q.79A. HOW DO YOU LIKE THE ARMY SONG BOOK*    1. I LIKE IT VERY MUCH   2. I LIKE IT PRETTY MUCH   3. I DON,T LIKE IT SO MUCH   4. I DON,T LIKE IT AT ALL   5. UNDECIDED   6. I,VE NEVER SEEN THE ARMY SONG BOOK   0. NO ANSWER X. QUESTION  B NOT CODED. "
"Q.80. EVERY MONTH THE WAR DEPARTMENT SENDS OUT A ""HIT KIT"" WHICH HAS THE WORDS OF SEVERAL POPULAR SONGS PRINTED IN IT. THERE IS A DIFFERENT SET OF SONGS EACH MONTH. HOW OFTEN DO YOU SEE A NEW COPY OF THE ARMY HIT KIT*    1. I SEE A NEW ONE EVERY MONTH   2. I SEE A NEW ONE NOW AND THEN   3. I HAVE NEVER SEEN ONE   0. NO ANSWER "
"Q.81A. HOW DO YOU LIKE THE ARMY HIT KIT*    1. I LIKE IT VERY MUCH   2. I LIKE IT PRETTY MUCH   3. I DON,T LIKE IT MUCH 5 4. I DON,T LIKE IT AT ALL   5. UNDECIDED   6. I,VE NEVER SEEN A COPY OF THE ARMY HIT KIT   7. NO ANSWER 5 0. NO CODE OR NO DATA X. QUESTION  B NOT CODED. "
Q.82. HOW IMPORTANT IS IT TO YOU PERSONALLY FOR THE ARMY TO PROVIDE SONG BOOKS AND OTHER THINGS TO HELP SOLDIERS SING*    1. IT IS ABSOLUTELY NECESSARY   2. IT IS OF GREAT IMPORTANCE   3. IT IS OF MEDIUM IMPORTANCE   4. IT IS OF LITTLE IMPORTANCE   5. IT IS OF NO IMPORTANCE AT ALL   0. NO ANSWER 
Q.83. CAN YOU READ MUSICAL NOTES WELL ENOUGH TO SING FROM THEM*    1. YES   2. NO   0. NO ANSWER 
Q.84. CAN YOU READ MUSICAL NOTES WELL ENOUGH TO PLAY THE PIANO FOR SMALL GROUPS THAT WANT TO SING*    1. YES   2. NO   0. NO ANSWER 
Q.85. CAN YOU PLAY A GUITAR FROM CHORDS WELL ENOUGH FOR SMALL GROUPS THAT WANT TO SING*    1. YES   2. NO   0. NO ANSWER 
Q.86. HOW IMPORTANT IS IT TO YOU PERSONALLY TO HAVE SINGING IN THE ARMY*    1. IT IS ABSOLUTELY NECESSARY   2. IT IS OF GREAT IMPORTANCE   3. IT IS OF MEDIUM IMPORTANCE   4. IT IS OF LITTLE IMPORTANCE   5. IT IS OF NO IMPORTANCE AT ALL   0. NO ANSWER X. QUESTION   NOT CODED. 
"Q.88. IF IT WERE UP TO YOU TO CHOOSE, DO YOU THINK YOU COULD DO MORE FOR YOUR COUNTRY AS A SOLDIER OR AS A WORKER IN A WAR JOB*    1. AS A SOLDIER   2. AS A WAR WORKER   3. UNDECIDED   0. NO ANSWER X. QUESTION   NOT CODED. "
"V.90. IDENTIFICATION OF CAMP.     . CAMP BLANDING    . FORT BRADY    . DREW FIELD    . ELLINGTON FIELD    . CAMP POLK    . CAMP ROBERTS    . CAMP SHERIDAN, ILLINOIS    . FT. LEONARD WOOD    . CAMP LEWIS, WASHINGTON    . LOWRY FIELD    . MUNICIPAL AIRPORT, MEMPHIS, TENNESSEE "
