CARD.  1. CARD ONE 
"Q.38C. IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM* (SHOW IN THE BLANKS BELOW THE COUNTRIES THAT WILL BE FIGHTING EACH OTHER.) X. THE CODING OF Q.38C YIELDS TWO LISTS OF COUNTRIES. TO IDENTIFY THE OPPONENTS OF A PARTICULAR COUNTRY SELECT THE COUNTRY FROM THE V.38C1 LIST AND RUN THE V.38C2 LIST AGAINST IT. V.38C1.  702 1. ENGLAND 3978 2. NOT CHOSEN "
"Q.38C. IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM* (SHOW IN THE BLANKS BELOW THE COUNTRIES THAT WILL BE FIGHTING EACH OTHER.) X. THE CODING OF Q.38C YIELDS TWO LISTS OF COUNTRIES. TO IDENTIFY THE OPPONENTS OF A PARTICULAR COUNTRY SELECT THE COUNTRY FROM THE V.38C1 LIST AND RUN THE V.38C2 LIST AGAINST IT. V.38C1.  114 1. FRANCE 4566 2. NOT CHOSEN "
"Q.38C. IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM* (SHOW IN THE BLANKS BELOW THE COUNTRIES THAT WILL BE FIGHTING EACH OTHER.) X. THE CODING OF Q.38C YIELDS TWO LISTS OF COUNTRIES. TO IDENTIFY THE OPPONENTS OF A PARTICULAR COUNTRY SELECT THE COUNTRY FROM THE V.38C1 LIST AND RUN THE V.38C2 LIST AGAINST IT. V.38C1.  128 1. GERMANY 4552 2. NOT CHOSEN "
"Q.38C. IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM* (SHOW IN THE BLANKS BELOW THE COUNTRIES THAT WILL BE FIGHTING EACH OTHER.) X. THE CODING OF Q.38C YIELDS TWO LISTS OF COUNTRIES. TO IDENTIFY THE OPPONENTS OF A PARTICULAR COUNTRY SELECT THE COUNTRY FROM THE V.38C1 LIST AND RUN THE V.38C2 LIST AGAINST IT. V.38C1.  24 1. ITALY 4656 2. NOT CHOSEN "
"Q.38C. IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM* (SHOW IN THE BLANKS BELOW THE COUNTRIES THAT WILL BE FIGHTING EACH OTHER.) X. THE CODING OF Q.38C YIELDS TWO LISTS OF COUNTRIES. TO IDENTIFY THE OPPONENTS OF A PARTICULAR COUNTRY SELECT THE COUNTRY FROM THE V.38C1 LIST AND RUN THE V.38C2 LIST AGAINST IT. V.38C1.  64 1. JAPAN 4616 2. NOT CHOSEN "
"Q.38C. IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM* (SHOW IN THE BLANKS BELOW THE COUNTRIES THAT WILL BE FIGHTING EACH OTHER.) X. THE CODING OF Q.38C YIELDS TWO LISTS OF COUNTRIES. TO IDENTIFY THE OPPONENTS OF A PARTICULAR COUNTRY SELECT THE COUNTRY FROM THE V.38C1 LIST AND RUN THE V.38C2 LIST AGAINST IT. V.38C1.  575 1. RUSSIA 4105 2. NOT CHOSEN "
"Q.38C. IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM* (SHOW IN THE BLANKS BELOW THE COUNTRIES THAT WILL BE FIGHTING EACH OTHER.) X. THE CODING OF Q.38C YIELDS TWO LISTS OF COUNTRIES. TO IDENTIFY THE OPPONENTS OF A PARTICULAR COUNTRY SELECT THE COUNTRY FROM THE V.38C1 LIST AND RUN THE V.38C2 LIST AGAINST IT. V.38C1.  806 1. UNITED STATES 3874 2. NOT CHOSEN "
"Q.38C. IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM* (SHOW IN THE BLANKS BELOW THE COUNTRIES THAT WILL BE FIGHTING EACH OTHER.) X. THE CODING OF Q.38C YIELDS TWO LISTS OF COUNTRIES. TO IDENTIFY THE OPPONENTS OF A PARTICULAR COUNTRY SELECT THE COUNTRY FROM THE V.38C1 LIST AND RUN THE V.38C2 LIST AGAINST IT. V.38C1.  92 1. OTHER 4588 2. NOT CHOSEN "
"Q.38C. IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM* (SHOW IN THE BLANKS BELOW THE COUNTRIES THAT WILL BE FIGHTING EACH OTHER.) X. THE CODING OF Q.38C YIELDS TWO LISTS OF COUNTRIES. TO IDENTIFY THE OPPONENTS OF A PARTICULAR COUNTRY SELECT THE COUNTRY FROM THE V.38C1 LIST AND RUN THE V.38C2 LIST AGAINST IT. V.38C1.  291. NO ANSWER 1759 2. NOT CHOSEN V.38C2. "
"Q.38C. IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM* (SHOW IN THE BLANKS BELOW THE COUNTRIES THAT WILL BE FIGHTING EACH OTHER.) X. THE CODING OF Q.38C YIELDS TWO LISTS OF COUNTRIES. TO IDENTIFY THE OPPONENTS OF A PARTICULAR COUNTRY SELECT THE COUNTRY FROM THE V.38C1 LIST AND RUN THE V.38C2 LIST AGAINST IT. V.38C1.  15 1. ARGENTINA 4665 2. NOT CHOSEN "
"Q.38C. IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM* (SHOW IN THE BLANKS BELOW THE COUNTRIES THAT WILL BE FIGHTING EACH OTHER.) X. THE CODING OF Q.38C YIELDS TWO LISTS OF COUNTRIES. TO IDENTIFY THE OPPONENTS OF A PARTICULAR COUNTRY SELECT THE COUNTRY FROM THE V.38C1 LIST AND RUN THE V.38C2 LIST AGAINST IT. V.38C1.  102 1. CHINA 4578 2. NOT CHOSEN "
"Q.38C. IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM* (SHOW IN THE BLANKS BELOW THE COUNTRIES THAT WILL BE FIGHTING EACH OTHER.) X. THE CODING OF Q.38C YIELDS TWO LISTS OF COUNTRIES. TO IDENTIFY THE OPPONENTS OF A PARTICULAR COUNTRY SELECT THE COUNTRY FROM THE V.38C1 LIST AND RUN THE V.38C2 LIST AGAINST IT. V.38C1.  498 1. ENGLAND 4182 2. NOT CHOSEN "
"Q.38C. IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM* (SHOW IN THE BLANKS BELOW THE COUNTRIES THAT WILL BE FIGHTING EACH OTHER.) X. THE CODING OF Q.38C YIELDS TWO LISTS OF COUNTRIES. TO IDENTIFY THE OPPONENTS OF A PARTICULAR COUNTRY SELECT THE COUNTRY FROM THE V.38C1 LIST AND RUN THE V.38C2 LIST AGAINST IT. V.38C1.  82 1. FRANCE 4598 2. NOT CHOSEN "
"Q.38C. IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM* (SHOW IN THE BLANKS BELOW THE COUNTRIES THAT WILL BE FIGHTING EACH OTHER.) X. THE CODING OF Q.38C YIELDS TWO LISTS OF COUNTRIES. TO IDENTIFY THE OPPONENTS OF A PARTICULAR COUNTRY SELECT THE COUNTRY FROM THE V.38C1 LIST AND RUN THE V.38C2 LIST AGAINST IT. V.38C1.  124 1. GERMANY 4556 2. NOT CHOSEN "
"Q.38C. IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM* (SHOW IN THE BLANKS BELOW THE COUNTRIES THAT WILL BE FIGHTING EACH OTHER.) X. THE CODING OF Q.38C YIELDS TWO LISTS OF COUNTRIES. TO IDENTIFY THE OPPONENTS OF A PARTICULAR COUNTRY SELECT THE COUNTRY FROM THE V.38C1 LIST AND RUN THE V.38C2 LIST AGAINST IT. V.38C1.  30 1. ITALY 4650 2. NOT CHOSEN "
"Q.38C. IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM* (SHOW IN THE BLANKS BELOW THE COUNTRIES THAT WILL BE FIGHTING EACH OTHER.) X. THE CODING OF Q.38C YIELDS TWO LISTS OF COUNTRIES. TO IDENTIFY THE OPPONENTS OF A PARTICULAR COUNTRY SELECT THE COUNTRY FROM THE V.38C1 LIST AND RUN THE V.38C2 LIST AGAINST IT. V.38C1.  85 1. JAPAN 4595 2. NOT CHOSEN "
"Q.38C. IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM* (SHOW IN THE BLANKS BELOW THE COUNTRIES THAT WILL BE FIGHTING EACH OTHER.) X. THE CODING OF Q.38C YIELDS TWO LISTS OF COUNTRIES. TO IDENTIFY THE OPPONENTS OF A PARTICULAR COUNTRY SELECT THE COUNTRY FROM THE V.38C1 LIST AND RUN THE V.38C2 LIST AGAINST IT. V.38C1.  777 1. RUSSIA 3903 2. NOT CHOSEN "
"Q.38C. IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM* (SHOW IN THE BLANKS BELOW THE COUNTRIES THAT WILL BE FIGHTING EACH OTHER.) X. THE CODING OF Q.38C YIELDS TWO LISTS OF COUNTRIES. TO IDENTIFY THE OPPONENTS OF A PARTICULAR COUNTRY SELECT THE COUNTRY FROM THE V.38C1 LIST AND RUN THE V.38C2 LIST AGAINST IT. V.38C1.  526 1. UNITED STATES 4154 2. NOT CHOSEN "
"Q.38C. IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM* (SHOW IN THE BLANKS BELOW THE COUNTRIES THAT WILL BE FIGHTING EACH OTHER.) X. THE CODING OF Q.38C YIELDS TWO LISTS OF COUNTRIES. TO IDENTIFY THE OPPONENTS OF A PARTICULAR COUNTRY SELECT THE COUNTRY FROM THE V.38C1 LIST AND RUN THE V.38C2 LIST AGAINST IT. V.38C1.  130 1. OTHER 4550 2. NOT CHOSEN "
"Q.38C. IF YOU THINK THERE WILL BE ANOTHER WAR, WHO DO YOU THINK WILL BE FIGHTING WHOM* (SHOW IN THE BLANKS BELOW THE COUNTRIES THAT WILL BE FIGHTING EACH OTHER.) X. THE CODING OF Q.38C YIELDS TWO LISTS OF COUNTRIES. TO IDENTIFY THE OPPONENTS OF A PARTICULAR COUNTRY SELECT THE COUNTRY FROM THE V.38C1 LIST AND RUN THE V.38C2 LIST AGAINST IT. V.38C1.  2992 1. NO ANSWER 1688 2. NOT CHOSEN "
Q.39A. WHAT OPINION DO YOU HAVE OF THE ENGLISH PEOPLE*  1. VERY FAVORABLE 2. FAIRLY FAVORABLE 3. RATHER UNFAVORABLE 4. VERY UNFAVORABLE 5. NO OPINION 0. NO ANSWER 
Q.40A. WHAT OPINION DO YOU HAVE OF THE FRENCH PEOPLE*  1. VERY FAVORABLE 2. FAIRLY FAVORABLE 3. RATHER UNFAVORABLE 4. VERY UNFAVORABLE 5. NO OPINION 0. NO ANSWER 
Q.41A. WHAT OPINION DO YOU HAVE OF THE RUSSIAN PEOPLE*  1. VERY FAVORABLE 2. FAIRLY FAVORABLE 3. RATHER UNFAVORABLE 4. VERY UNFAVORABLE 5. NO OPINION 0. NO ANSWER 
Q.42A. WHAT OPINION DO YOU HAVE OF THE ITALIAN PEOPLE*  1. VERY FAVORABLE 2. FAIRLY FAVORABLE 3. RATHER UNFAVORABLE 4. VERY UNFAVORABLE 5. NO OPINION 0. NO ANSWER 
"Q.43A. HOW DO YOU THINK WE WILL GET ALONG WITH ENGLAND AFTER THE WAR*  1. WE WILL GET ALONG VERY WELL 2. WE WILL DISAGREE ABOUT SOME THINGS BUT MANAGE TO GET ALONG 3. WE WILL HAVE SOME SERIOUS DISAGREEMENTS BUT WE WON,T FIGHT EACH OTHER 4. WE WILL VERY LIKELY FIGHT EACH OTHER SOONER OR LATER 5. UNDECIDED 0. NO ANSWER "
"Q.43B. HOW DO YOU THINK WE WILL GET ALONG WITH FRANCE AFTER THE WAR*  1. WE WILL GET ALONG VERY WELL 2. WE WILL DISAGREE ABOUT SOME THINGS BUT MANAGE TO GET ALONG 3. WE WILL HAVE SOME SERIOUS DISAGREEMENTS BUT WE WON,T FIGHT EACH OTHER 4. WE WILL VERY LIKELY FIGHT EACH OTHER SOONER OR LATER 5. UNDECIDED 0. NO ANSWER "
"Q.43C. HOW DO YOU THINK WE WILL GET ALONG WITH RUSSIA AFTER THE WAR*  1. WE WILL GET ALONG VERY WELL 2. WE WILL DISAGREE ABOUT SOME THINGS BUT MANAGE TO GET ALONG 3. WE WILL HAVE SOME SERIOUS DISAGREEMENTS BUT WE WON,T FIGHT EACH OTHER 4. WE WILL VERY LIKELY FIGHT EACH OTHER SOONER OR LATER 5. UNDECIDED 0. NO ANSWER "
"Q.43D. HOW DO YOU THINK WE WILL GET ALONG WITH CHINA AFTER THE WAR*  1. WE WILL GET ALONG VERY WELL 2. WE WILL DISAGREE ABOUT SOME THINGS BUT MANAGE TO GET ALONG 3. WE WILL HAVE SOME SERIOUS DISAGREEMENTS BUT WE WON,T FIGHT EACH OTHER 4. WE WILL VERY LIKELY FIGHT EACH OTHER SOONER OR LATER 5. UNDECIDED 0. NO ANSWER SPLIT. A FORM. X. QUESTIONS 44A AND 44B CODED TOGETHER. "
"Q.44A. DO YOU FEEL SATISFIED OR DISSATISFIED WITH THE WAY IN WHICH RUSSIA, ENGLAND, AND THE UNITED STATES ARE COOPERATING WITH EACH OTHER AT THE PRESENT TIME*  Q.44B. IF DISSATISFIED WHICH COUNTRY DO YOU THINK IS CHIEFLY TO BLAME*  1. SATISFIED 2. DISSATISFIED AND RUSSIA TO BLAME 3. DISSATISFIED AND ENGLAND TO BLAME 4. DISSATISFIED AND UNITED STATES TO BLAME 5. DISSATISFIED AND NO ANSWER 6. UNDECIDED 9. INAPPLICABLE (B FORM) 0. NO ANSWER X. QUESTIONS 45A AND 45B CODED TOGETHER. "
"Q.45A. IN A GENERAL WAY DO YOU FEEL THAT YOU HAVE SOME IDEA OF THE DUMBARTON OAKS PROPOSALS FOR AN INTERNATIONAL PEACE ORGANIZATION*  Q.45B. IF YES, DO YOU THINK THESE PROPOSALS ARE A REAL AND PRACTICAL BASIS FOR SETTING UP AN INTERNATIONAL ORGANIZATION*  1. YES TO PART A AND YES TO PART B 2. YES AND NO 3. YES AND UNDECIDED 4. YES AND NO ANSWER 5. NO AND ANY ANSWER TO PART B 6. UNDECIDED AND ANY ANSWER TO PART B 9. INAPPLICABLE (B FORM) 0. NO ANSWER "
"Q.44. WHILE YOU WERE OVERSEAS DID YOUR OUTFIT HAVE SUCH REGULARLY SCHEDULED MEETINGS*  1. YES 2. NO 3. DON,T KNOW 0. NO ANSWER 9. INAPPLICABLE (A FORM) "
Q.45. DURING THE LAST FEW MONTHS YOU WERE OVERSEAS HOW OFTEN DID YOU GO TO SUCH ORIENTATION MEETINGS*  1. MORE OFTEN THAN ONCE A WEEK 2. ONCE A WEEK 3. ONCE OR TWICE A MONTH 4. LESS OFTEN THAN ONCE A MONTH 5. NOT AT ALL 6. MY OUTFIT DID NOT HAVE SUCH MEETINGS 0. NO ANSWER 9. INAPPLICABLE (A FORM) 
"Q.46. DID THE MEN IN YOUR OUTFIT OVERSEAS USUALLY HAVE A CHANCE TO TALK AND GIVE THEIR OWN OPINIONS AT THESE MEETINGS*  1. YES, THEY USUALLY HAD A CHANCE TO TALK 2. THEY HAD A CHANCE TO TALK SOMETIMES, BUT NOT USUALLY 3. NO, THEY HARDLY EVER HAD A CHANCE TO TALK 4. MY OUTFIT DID NOT HAVE SUCH MEETINGS 0. NO ANSWER 9. INAPPLICABLE (A FORM) "
"Q.47. HOW IMPORTANT DO YOU THINK IT IS TO HAVE AT LEAST AN HOUR A WEEK, WHILE YOU ARE IN THE ARMY, SET ASIDE FOR THE DISCUSSION OF SOME OF THE MAJOR PROBLEMS OF OUR COUNTRY*  1. IT IS VERY IMPORTANT 2. IT IS FAIRLY IMPORTANT 3. IT IS NOT SO IMPORTANT 4. IT IS NOT IMPORTANT AT ALL 0. NO ANSWER 9. INAPPLICABLE (A FORM) P. BELOW ARE A NUMBER OF STATEMENTS RETURNING SOLDIERS HAVE MADE. YOU MAY AGREE OR DISAGREE WITH THE STATEMENTS. "
"Q.48A. THERE ARE GOOD REASONS WHY THE ARMY MAY HAVE TO SEND ME OVERSEAS AGAIN.  1. AGREE 2. DON,T KNOW 3. DISAGREE 0. NO ANSWER 9. INAPPLICABLE (A FORM) "
"Q.48B. ON THE WHOLE SOLDIERS WILL BE SATISFIED TO SETTLE BACK INTO THEIR HOMES AND JOBS AND NOT BOTHER MUCH ABOUT HOW THE GOVERNMENT IS RUN.  1. AGREE 2. DON,T KNOW 3. DISAGREE 0. NO ANSWER 9. INAPPLICABLE (A FORM) "
"Q.48C. NO MATTER WHAT ANYONE SAYS IT WON,T BE POSSIBLE TO FIND JOBS FOR EVERYONE AFTER THIS WAR.  1. AGREE 2. DON,T KNOW 3. DISAGREE 0. NO ANSWER 9. INAPPLICABLE (A FORM) "
"Q.48D. I,M SATISFIED THAT MOST COUNTRIES WILL COOPERATE AND GET ALONG WELL AFTER THE WAR SO WE CAN EXPECT A LONG PERIOD OF PEACE.  1. AGREE 2. DON,T KNOW 3. DISAGREE 0. NO ANSWER 9. INAPPLICABLE (A FORM) "
"Q.48E. WHY SHOULD I BOTHER MYSELF WITH PROBLEMS IN THE UNITED STATES, ONE MAN CAN,T DO ANYTHING ABOUT WHAT THE GOVERNMENT DOES.  1. AGREE 2. DON,T KNOW 3. DISAGREE 0. NO ANSWER 9. INAPPLICABLE (A FORM) "
"Q.48F. WITH THE PLANS NOW BEING MADE IT IS NOT LIKELY THAT WE WILL HAVE A SERIOUS DEPRESSION AFTER THIS WAR.  1. AGREE 2. DON,T KNOW 3. DISAGREE 0. NO ANSWER 9. INAPPLICABLE (A FORM) "
"Q.49. DO YOU THINK THAT THE RECENT CRIMEA CONFERENCE BETWEEN ROOSEVELT, STALIN AND CHURCHILL HAS MADE ANOTHER WAR LESS LIKELY IN THE FUTURE OR HASN,T IT MADE ANY DIFFERENCE*  1. THE CRIMEA CONFERENCE HAS MADE WAR MUCH LESS LIKELY 2. THE CRIMEA CONFERENCE HAS MADE WAR SOMEWHAT LESS LIKELY 3. THE CRIMEA CONFERENCE HASN,T MADE ANY DIFFERENCE 0. NO ANSWER 9. INAPPLICABLE (A FORM) "
V.51. NEUROPSYCHIATRIC ADJUNCT SCORE - I* E. DERIVED FROM Q.30A - Q.30H.  ANP 
V.52. NEUROPSYCHIATRIC ADJUNCT SCORE - II* E. DERIVED FROM Q.30A - Q.30H.  00. ORIGINAL PUNCH 0 01. ORIGINAL PUNCH 1 02. ORIGINAL PUNCH 2 03. ORIGINAL PUNCH 3 04. ORIGINAL PUNCH 4 05. ORIGINAL PUNCH 5 06. ORIGINAL PUNCH 6 07. ORIGINAL PUNCH 7 08. ORIGINAL PUNCH 8 09. ORIGINAL PUNCH X 10. ORIGINAL BLANK 
V.53. SEEING EVIDENCE OF MALADMINISTRATION* E. DERIVED FROM Q.11 - Q.22.  ANP 99.BLANK 
V.54. INTENSITY OF FEELING ABOUT GRIPES* E. DERIVED FROM Q.11 - Q.22.  00. ORIGINAL PUNCH OF 0 01. ORIGINAL PUNCH OF 1 02. ORIGINAL PUNCH OF 2 03. ORIGINAL PUNCH OF 3 04. ORIGINAL PUNCH OF 4 05. ORIGINAL PUNCH OF 5 06. ORIGINAL PUNCH OF 6 07. ORIGINAL PUNCH OF 7 08. ORIGINAL PUNCH OF 8 09. ORIGINAL PUNCH OF 9 10. ORIGINAL PUNCH OF X 11. ORIGINAL PUNCH OF V 12. BLANK 
V.55. FIVE ITEM NEUROPSYCHIATRIC SCORE - I* E. DERIVED FROM Q.30A - Q.30E.  1. ORIGINAL PUNCH OF 6 2. ORIGINAL PUNCH OF 7 3. ORIGINAL PUNCH OF 8 4. ORIGINAL PUNCH OF 9 5. ORIGINAL PUNCH OF X 6. ORIGINAL PUNCH OF V 9. BLANK 
V.56. FIVE ITEM NEUROPSYCHIATRIC SCORE - II* E. DERIVED FROM Q.30A - Q.30E.  1. ORIGINAL PUNCH OF 6 2. ORIGINAL PUNCH OF 7 3. ORIGINAL PUNCH OF 8 4. ORIGINAL PUNCH OF 9 5. ORIGINAL PUNCH OF X 9. BLANK 
V.57. STATION:  01. LAKE PLACID 02. ATLANTIC CITY 03. ASHEVILLE 04. MIAMI 05. HOT SPRINGS 06. SANTA BARBARA 07. CAMP BUTNER (FT. OGLETHORPE) 08. FT. SAM HOUSTON 09. ARMY AIR FORCE REDISTRIBUTION CENTER #1 (ATLANTIC CITY) 10. ARMY AIR FORCE REDISTRIBUTION CENTER #2 (MIAMI) 11. ARMY AIR FORCE REDISTRIBUTION CENTER #3 (SANTA MONIA) 12. ARMY AIR FORCE REDISTRIBUTION CENTER #4 (SANTA ANNA) 
V.58. DATE:  3. MARCH 4. APRIL 5. MAY 
