CARD.   1. CARD ONE 
DECK.  044. SURVEY NUMBER 
Q.52K. FIELD ARTILLERY SCORE:   00. SCORE OF   01. SCORE OF   02. SCORE OF   03. SCORE OF   04. SCORE OF   05. SCORE OF   06. SCORE OF   07. SCORE OF   08. SCORE OF   09. SCORE OF   10. NO ANSWER 
Q.52L. INFANTRY SCORE:   00. SCORE OF   01. SCORE OF   02. SCORE OF   03. SCORE OF   04. SCORE OF   05. SCORE OF   06. SCORE OF   07. SCORE OF   08. SCORE OF   09. SCORE OF   10. NO ANSWER 
Q.52M. AIR CORPS SCORE:   01. SCORE OF   02. SCORE OF   03. SCORE OF   04. SCORE OF   05. SCORE OF   06. SCORE OF   07. SCORE OF   08. SCORE OF   09. SCORE OF   10. SCORE OF   11. SCORE OF   12. SCORE OF   00. NO ANSWER 
V.52N. HIGHEST SCORE IN SERVICE FORCES:   1. C.W. (CHEMICAL WARFARE)  2. NOT CHOSEN 
V.52N. HIGHEST SCORE IN SERVICE FORCES:   1. E (ENGINEERS)  2. NOT CHOSEN 
V.52N. HIGHEST SCORE IN SERVICE FORCES:   1. M.D. (MEDICAL DEPARTMENT)  2. NOT CHOSEN 
V.52N. HIGHEST SCORE IN SERVICE FORCES:   1. M.P. (MILITARY POLICE)  2. NOT CHOSEN 
V.52N. HIGHEST SCORE IN SERVICE FORCES:   1. O (ORDNANCE)  2. NOT CHOSEN 
V.52N. HIGHEST SCORE IN SERVICE FORCES:   1. Q (QUARTERMASTER)  2. NOT CHOSEN 
V.52N. HIGHEST SCORE IN SERVICE FORCES:   1. S (SIGNAL)  2. NOT CHOSEN 
V.52N. HIGHEST SCORE IN SERVICE FORCES:   1. THREE OR MORE ARE TIED FOR HIGHEST  2. NOT CHOSEN 
V.52N. HIGHEST SCORE IN SERVICE FORCES:   1. NOTHING CODED BECAUSE FIVE OR MORE PAIRS CROSSED OUT  2. NOT CHOSEN X. COL.  NOT USED. CARD  
CARD.   3. CARD THREE 
DECK.  044. SURVEY NUMBER 
BALLOT.  X. BALLOT NUMBER GENERATED BY ROPER CENTER. X. COL.  NOT USED. 
FORM.   1. S-044T - TOTAL SAMPLE  2. S-044X - CROSS-SECTION  3. S-0XXX - INFANTRY 
V.52O. LOWEST SCORE IN SERVICE FORCES:   1. C.W. (CHEMICAL WARFARE)  2. NOT CHOSEN 
V.52O. LOWEST SCORE IN SERVICE FORCES:   1. E (ENGINEERS)  2. NOT CHOSEN 
V.52O. LOWEST SCORE IN SERVICE FORCES:   1. M.D. (MEDICAL DEPARTMENT)  2. NOT CHOSEN 
V.52O. LOWEST SCORE IN SERVICE FORCES:   1. M.P. (MILITARY POLICE)  2. NOT CHOSEN 
V.52O. LOWEST SCORE IN SERVICE FORCES:   1. O (ORDNANCE)  2. NOT CHOSEN 
V.52O. LOWEST SCORE IN SERVICE FORCES:   1. Q (QUARTERMASTER)  2. NOT CHOSEN 
V.52O. LOWEST SCORE IN SERVICE FORCES:   1. S (SIGNAL)  2. NOT CHOSEN 
V.52O. LOWEST SCORE IN SERVICE FORCES:   1. THREE OR MORE ARE TIED FOR LOWEST  2. NOT CHOSEN 
V.52O. LOWEST SCORE IN SERVICE FORCES:   1. NOTHING CODED BECAUSE FIVE OR MORE PAIRS CROSSED OUT  2. NOT CHOSEN 
V.52P. HIGHEST SCORE IN GROUND FORCES:   1. A.F. (ARMORED FORCE)  2. NOT CHOSEN 
V.52P. HIGHEST SCORE IN GROUND FORCES:   1. C.A. (COAST ARTILLERY)  2. NOT CHOSEN 
V.52P. HIGHEST SCORE IN GROUND FORCES:   1. F.A. (FIELD ARTILLERY)  2. NOT CHOSEN 
V.52P. HIGHEST SCORE IN GROUND FORCES:   1. I (INFANTRY)  2. NOT CHOSEN 
V.52P. HIGHEST SCORE IN GROUND FORCES:   1. THREE OR MORE ARE TIED FOR HIGHEST  2. NOT CHOSEN 
V.52P. HIGHEST SCORE IN GROUND FORCES:   1. NOTHING CODED BECAUSE FIVE OR MORE PAIRS CROSSED OUT  2. NOT CHOSEN 
V.52Q. LOWEST SCORE IN GROUND FORCES:   1. A.F. (ARMORED FORCE)  2. NOT CHOSEN 
V.52Q. LOWEST SCORE IN GROUND FORCES:   1. C.A. (COAST ARTILLERY)  2. NOT CHOSEN 
V.52Q. LOWEST SCORE IN GROUND FORCES:   1. F.A. (FIELD ARTILLERY)  2. NOT CHOSEN 
V.52Q. LOWEST SCORE IN GROUND FORCES:   1. I (INFANTRY)  2. NOT CHOSEN 
V.52Q. LOWEST SCORE IN GROUND FORCES:   1. THREE OR MORE ARE TIED FOR LOWEST  2. NOT CHOSEN 
V.52Q. LOWEST SCORE IN GROUND FORCES:   1. NOTHING CODED BECAUSE FIVE OR MORE PAIRS CROSSED OUT  2. NOT CHOSEN 
"V.52R. COMPARISON:   01. AIR, SERVICE, GROUND  02. AIR, GROUND, SERVICE  03. GROUND, AIR, SERVICE  04. GROUND, SERVICE, AIR  05. SERVICE, AIR, GROUND  06. SERVICE, GROUND, AIR  07. GROUND (AIR, SERVICE)  08. AIR (GROUND, SERVICE)  09. SERVICE (GROUND, AIR)  10. EVERYTHING ELSE  11. TWO ON TOP  12. MEANINGLESS  00. NOTHING CODED X. QUESTIONS 53A- NOT CODED - SEE S-044T TOTAL SAMPLE. "
Q.58A. WHICH OF THE FOLLOWING DUTIES OR JOBS ARE PERFORMED MAINLY BY THE QUARTERMASTER CORPS* INSPECTS MEAT (SCORE AS -1) SUPPLIES CLOTHING (SCORE AS +1) TESTS WEAPONS AND AMMUNITION (SCORE AS -1) TRAINS COOKS AND BAKERS (SCORE AS +1)   1. +  2. +  3.   4. -  5. - 
Q.58B. WHICH OF THE FOLLOWING DUTIES OR JOBS ARE PERFORMED MAINLY BY THE ORDNANCE DEPARTMENT* REPAIRS TRUCKS AND WEAPONS (SCORE AS +1) REPAIRS TELEGRAPH LINES (SCORE AS -1) BUILDS LANDING FIELDS (SCORE AS -1) MANUFACTURES AMMUNITION (SCORE AS +1)   1. +  2. +  3.   4. -  5. - 
Q.58C. WHICH OF THE FOLLOWING DUTIES OR JOBS ARE PERFORMED MAINLY BY THE MEDICAL DEPARTMENT* OPERATES FIELD HOSPITALS (SCORE AS +1) SELLS INSURANCE (SCORE AS -1) DRIVES AMBULANCES (SCORE AS +1) STERILIZES CLOTHING (SCORE AS -1)   1. +  2. +  3.   4. -  5. - 
Q.58D. WHICH OF THE FOLLOWING DUTIES OR JOBS ARE PERFORMED MAINLY BY THE SIGNAL CORPS* PLOTS ENEMY ARTILLERY FIRE (SCORE AS -1) OPERATES AIR CRAFT WARNING SERVICE (SCORE AS +1) PLANS TROOP MOVEMENTS (SCORE AS -1) OPERATES MESSAGE CENTERS (SCORE AS +1)   1. +  2. +  3.   4. -  5. - 
Q.58E. WHICH OF THE FOLLOWING DUTIES OR JOBS ARE PERFORMED MAINLY BY THE CHEMICAL WARFARE SERVICE* DECONTAMINATION (SCORE AS +1) TREATS GAS WOUNDS (SCORE AS -1) STERILIZES CLOTHING (SCORE AS -1) OPERATES FLAME THROWERS (SCORE AS +1)   1. +  2. +  3.   4. -  5. - 
Q.58F. WHICH OF THE FOLLOWING DUTIES OR JOBS ARE PERFORMED MAINLY BY THE FIELD ARTILLERY* LAYS LAND MINES (SCORE AS -1) COUNTERBATTERY FIRE (SCORE AS +1) PLOTS ENEMY ARTILLERY FIRE (SCORE AS +1) FIRES ANTI-AIRCRAFT GUNS (SCORE AS -1)   1. +  2. +  3.   4. -  5. - 
Q.58G. WHICH OF THE FOLLOWING DUTIES OR JOBS ARE PERFORMED MAINLY BY THE ENGINEERS* BUILDS BRIDGES (SCORE AS +1) LAYS LAND MINES (SCORE AS +1) SURVEYS ENEMY POSITIONS (SCORE AS -1) PUTS UP TELEGRAPH LINES (SCORE AS -1)   1. +  2. +  3.   4. -  5. - 
Q.58H. WHICH OF THE FOLLOWING DUTIES OR JOBS ARE PERFORMED MAINLY BY THE ARMORED FORCES* LAYS LAND MINES (SCORE AS -1) PROTECTS TROOPS FROM MECHANIZED ATTACKS (SCORE AS +1) TRANSPORTS TROOPS TO THE FRONT (SCORE AS -1) USES HEAVY TANKS (SCORE AS +1)   1. +  2. +  3.   4. -  5. - 
Q.58I. WHICH OF THE FOLLOWING DUTIES OR JOBS ARE PERFORMED MAINLY BY THE AIR CORPS* BUILDS LANDING FIELDS (SCORE AS -1) MAKES PHOTOGRAPHIC MAPS (SCORE AS +1) TESTS NEW AIRPLANES (SCORE AS +1) OPERATES ANTI-AIRCRAFT GUNS (SCORE AS -1)   1. +  2. +  3.   4. -  5. - 
Q.58J. WHICH OF THE FOLLOWING DUTIES OR JOBS ARE PERFORMED MAINLY BY THE MILITARY POLICE* MAKES TROOP INSPECTIONS (SCORE AS -1) SOLVES CODES AND SECRET MESSAGES (SCORE AS -1) CONTROLS TRAFFIC IN THE FIELD (SCORE AS +1) PRESERVES LAW AND ORDER (SCORE AS +1)   1. +  2. +  3.   4. -  5. - 
Q.58K. WHICH OF THE FOLLOWING DUTIES OR JOBS ARE PERFORMED MAINLY BY THE TRANSPORTATION CORPS* SHIPS MEN OVERSEAS (SCORE AS +1) LAYS RAILROAD TRACKS (SCORE AS -1) MOVES ADVANCE MATERIALS (SCORE AS +1) REPAIRS TRUCKS (SCORE AS -1)   1. +  2. +  3.   4. -  5. - 
Q.58L. WHICH OF THE FOLLOWING DUTIES OR JOBS ARE PERFORMED MAINLY BY THE COAST ARTILLERY CORPS* LAYS OFF-SHORE MINES (SCORE AS +1) GATHERS WEATHER INFORMATION (SCORE AS -1) LAYS LAND MINES (SCORE AS -1) FIRES ANTI-AIRCRAFT GUNS (SCORE AS +1)   1. +  2. +  3.   4. -  5. - 
Q.58M. WHICH OF THE FOLLOWING DUTIES OR JOBS ARE PERFORMED MAINLY BY THE INFANTRY* FORMS THE PARATROOPS (SCORE AS +1) USES RIFLE AND BAYONET (SCORE AS +1) DRIVES AMBULANCES (SCORE AS -1) DESTROYS MINE FIELDS (SCORE AS -1)   1. +  2. +  3.   4. -  5. - 
V.59. INFORMATION TEST SCORE* E. DERIVED FROM QUESTION 58.  ANP 00.UNDESIGNATED X. CODES NOT PROVIDED BY SURVEY ORGANIZATION. DATA TRANSFERRED AS IS. 
"V.60. PERSONAL ADJUSTMENT SCORE* E. DERIVED FROM QUESTIONS 26, 27, 30, 31, 32, 33.   0. SCORE OF   1. SCORE OF   2. SCORE OF   3. SCORE OF   4. SCORE OF   5. SCORE OF   6. SCORE OF   7. SCORE NOT TABULATED "
"V.61. JOB ADJUSTMENT SCORE* E. DERIVED FROM QUESTIONS 18, 19, 21, 26, 28, 29.   0. SCORE OF   1. SCORE OF   2. SCORE OF   3. SCORE OF   4. SCORE OF   5. SCORE OF   6. SCORE OF   7. SCORE NOT TABULATED "
"V.62. COMBAT ITEMS SCORE* E. DERIVED FROM QUESTIONS 34, 35, 36.   0. SCORE OF   1. SCORE OF   2. SCORE OF   3. SCORE OF   4. SCORE NOT TABULATED "
V.63. CROSS-SECTION IDENTIFICATION:   1. CROSS-SECTION  2. ALL OTHER CASES 
V.64. FORCE IDENTIFICATION:   0. ARMY GROUND FORCES 
"V.65. CAMP IDENTIFICATION:   1. CAMP GORDON-JOHNSON, FLORIDA  2. CAMP MCCOY, WISCONSIN  3. CAMP VAN DORN  4. CAMP WHITE, OREGON "
V.66. SERIAL NUMBER IDENTIFICATION:  ANP X. CODES NOT PROVIDED BY SURVEY ORGANIZATION. DATA TRANSFERRED AS IS. 
